code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,doc_link,source_link
@nogc,repo,README.md,4,4,5,6,6,9,9,9,9,9,30,30,50,50,50,50,50,50,https://github.com/google/re2d/blob/48a68776917987541652e964fb237b096405330c/README.md,https://github.com/google/re2d/blob/3f344a30068d4eadc88d2dcf8a9cdce13e7f8a80/source/re2d/stringpiece.d#L22
BSD,repo,README.md,-,0,0,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,https://github.com/google/re2d/blob/48a68776917987541652e964fb237b096405330c/README.md,https://github.com/google/re2d/blob/30169f4a959a65b59d1fbebbe7ecf1baae8e4b21/dub.json#L7
LICENSE,repo,README.md,0,0,2,2,2,2,2,2,2,2,2,2,2,2,-,-,-,-,https://github.com/google/re2d/blob/48a68776917987541652e964fb237b096405330c/README.md,https://github.com/google/re2d/blob/30169f4a959a65b59d1fbebbe7ecf1baae8e4b21/.gitignore#L9
StringPiece,repo,README.md,22,22,22,23,23,31,30,31,32,32,42,44,61,62,62,62,62,62,https://github.com/google/re2d/blob/48a68776917987541652e964fb237b096405330c/README.md,https://github.com/google/re2d/blob/3f344a30068d4eadc88d2dcf8a9cdce13e7f8a80/source/re2d/stringpiece.d#L20
"assert(RE2.FullMatch(""ルビー:1234"", ""([^:]+)",repo,README.md,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/re2d/blob/48a68776917987541652e964fb237b096405330c/README.md,https://github.com/google/re2d/blob/856830ddd056b651959ac429e7a4f624b116cb28/source/re2d/re2.d#L298
"assert(RE2.FullMatch(""ルビー💎:1234"", `([^:]+)",repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/re2d/blob/48a68776917987541652e964fb237b096405330c/README.md,https://github.com/google/re2d/blob/3f344a30068d4eadc88d2dcf8a9cdce13e7f8a80/source/re2d/package.d#L22
assert(i == 1234),repo,README.md,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/re2d/blob/48a68776917987541652e964fb237b096405330c/README.md,https://github.com/google/re2d/blob/3f344a30068d4eadc88d2dcf8a9cdce13e7f8a80/source/re2d/re2.d#L672
"assert(s.toString == ""ルビー"")",repo,README.md,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/re2d/blob/48a68776917987541652e964fb237b096405330c/README.md,https://github.com/google/re2d/blob/856830ddd056b651959ac429e7a4f624b116cb28/source/re2d/re2.d#L299
"assert(s.toString == ""ルビー💎"")",repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/re2d/blob/48a68776917987541652e964fb237b096405330c/README.md,https://github.com/google/re2d/blob/3f344a30068d4eadc88d2dcf8a9cdce13e7f8a80/source/re2d/package.d#L23
