code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,doc_link,source_link
4,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,77,83,87,97,97,97,97,97,97,100,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,109,109,109,115,115,116,116,116,116,116,126,126,126,126,https://github.com/google/hs-dependent-literals/blob/3282c98d5cc82bb629ed859c6eaa1d6daeb1cec7/README.md,https://github.com/google/hs-dependent-literals/blob/d3d39d38e88bbb315220c8dd4c1e24f2448aaba5/type-compare/type-compare.cabal#L3
42,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/hs-dependent-literals/blob/3282c98d5cc82bb629ed859c6eaa1d6daeb1cec7/README.md,https://github.com/google/hs-dependent-literals/blob/d3d39d38e88bbb315220c8dd4c1e24f2448aaba5/snumber/src/Data/SNumber.hs#L336
CI,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/hs-dependent-literals/blob/3282c98d5cc82bb629ed859c6eaa1d6daeb1cec7/README.md,https://github.com/google/hs-dependent-literals/blob/d3d39d38e88bbb315220c8dd4c1e24f2448aaba5/.github/workflows/stack-ci.yml#L15
GHC,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,47,47,47,47,48,48,48,48,48,48,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,64,64,64,64,64,64,64,64,64,64,64,64,64,https://github.com/google/hs-dependent-literals/blob/3282c98d5cc82bb629ed859c6eaa1d6daeb1cec7/README.md,https://github.com/google/hs-dependent-literals/blob/d3d39d38e88bbb315220c8dd4c1e24f2448aaba5/type-compare/src/Kinds/Ord.hs#L55
Num,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,32,32,32,32,32,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,https://github.com/google/hs-dependent-literals/blob/3282c98d5cc82bb629ed859c6eaa1d6daeb1cec7/README.md,https://github.com/google/hs-dependent-literals/blob/d3d39d38e88bbb315220c8dd4c1e24f2448aaba5/snumber/src/Data/SNumber/Internal.hs#L36
fromInteger,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/hs-dependent-literals/blob/3282c98d5cc82bb629ed859c6eaa1d6daeb1cec7/README.md,https://github.com/google/hs-dependent-literals/blob/d3d39d38e88bbb315220c8dd4c1e24f2448aaba5/snumber/src/Data/SNumber.hs#L287
mkVec,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/hs-dependent-literals/blob/3282c98d5cc82bb629ed859c6eaa1d6daeb1cec7/README.md,https://github.com/google/hs-dependent-literals/blob/d3d39d38e88bbb315220c8dd4c1e24f2448aaba5/dependent-literals-plugin/tests/VecExamples.hs#L19
n,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,432,432,433,433,447,455,455,455,455,455,455,456,456,456,456,456,456,456,456,456,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,456,456,456,456,https://github.com/google/hs-dependent-literals/blob/3282c98d5cc82bb629ed859c6eaa1d6daeb1cec7/README.md,https://github.com/google/hs-dependent-literals/blob/d3d39d38e88bbb315220c8dd4c1e24f2448aaba5/type-compare/src/Kinds/Ord.hs#L121
