code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,doc_link,source_link
UC,repo,README.md,-,-,-,-,1,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/foreign_syn.ipynb#L353
datasets.py,repo,README.md,1,1,1,1,1,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,code_element is a file name
example.txt,repo,README.md,3,3,3,3,3,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/mkdataset.py#L31
file_types,repo,README.md,2,2,2,2,2,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/mkfilelist.py#L29
foreign_syn.ipynb,repo,README.md,1,1,1,1,1,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,code_element is a file name
image_base_paths,repo,README.md,2,2,2,2,2,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/mkfilelist.py#L23
input_mask_ind,repo,README.md,4,4,4,4,4,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/foreign_syn.ipynb#L103
mkdataset.py,repo,README.md,1,1,1,1,1,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,code_element is a file name
mkfilelist.py,repo,README.md,1,1,1,1,1,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,code_element is a file name
out_dir,repo,README.md,4,4,4,4,4,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/mkdataset.py#L36
output_dir,repo,README.md,2,2,2,2,2,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/mkfilelist.py#L32
silhouette_paths,repo,README.md,2,2,2,2,2,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/mkfilelist.py#L26
sv_blur,repo,README.md,8,8,8,8,8,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/foreign_syn.ipynb#L564
sv_map,repo,README.md,2,2,2,2,2,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/foreign_syn.ipynb#L565
utils.py,repo,README.md,1,1,1,1,1,https://github.com/google/portrait-shadow-manipulation/blob/c547e876855ae45a4cd0dff7b525050a5152e29c/README.md,code_element is a file name
