code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,doc_link,source_link
.github/workflows/mirror.yml,repo,README.md,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mirror-branch-action/blob/4083f5d474abe94ca3b49400e1c55d1d825f08dd/README.md,code_element is a file name
main,repo,README.md,-,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/mirror-branch-action/blob/4083f5d474abe94ca3b49400e1c55d1d825f08dd/README.md,https://github.com/google/mirror-branch-action/blob/884625cd18fadb1bdb646df951a7b486a5d9f3fc/package.json#L5
master,repo,README.md,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mirror-branch-action/blob/4083f5d474abe94ca3b49400e1c55d1d825f08dd/README.md,https://github.com/google/mirror-branch-action/blob/884625cd18fadb1bdb646df951a7b486a5d9f3fc/dist/index.js#L9867
mirror_job,repo,README.md,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mirror-branch-action/blob/4083f5d474abe94ca3b49400e1c55d1d825f08dd/README.md,https://github.com/google/mirror-branch-action/blob/884625cd18fadb1bdb646df951a7b486a5d9f3fc/.github/workflows/mirror.yml#L7
{{ secrets.GITHUB_TOKEN }},repo,README.md,-,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mirror-branch-action/blob/4083f5d474abe94ca3b49400e1c55d1d825f08dd/README.md,https://github.com/google/mirror-branch-action/blob/884625cd18fadb1bdb646df951a7b486a5d9f3fc/.github/workflows/mirror.yml#L18
