code_element,page_type,page_name,rev_1,doc_link,source_link
AND,repo,README.md,3,https://github.com/google/knowledge-base-gmail-addon/blob/d5e5ba4f63687c1f46fcf672fe33fae05b59bb6b/README.md,https://github.com/google/knowledge-base-gmail-addon/blob/d5e5ba4f63687c1f46fcf672fe33fae05b59bb6b/LICENSE#L6
API,repo,README.md,1,https://github.com/google/knowledge-base-gmail-addon/blob/d5e5ba4f63687c1f46fcf672fe33fae05b59bb6b/README.md,https://github.com/google/knowledge-base-gmail-addon/blob/d5e5ba4f63687c1f46fcf672fe33fae05b59bb6b/app/partials/settings.html#L24
ID,repo,README.md,5,https://github.com/google/knowledge-base-gmail-addon/blob/d5e5ba4f63687c1f46fcf672fe33fae05b59bb6b/README.md,https://github.com/google/knowledge-base-gmail-addon/blob/d5e5ba4f63687c1f46fcf672fe33fae05b59bb6b/app/partials/settings.html#L15
JSON,repo,README.md,7,https://github.com/google/knowledge-base-gmail-addon/blob/d5e5ba4f63687c1f46fcf672fe33fae05b59bb6b/README.md,https://github.com/google/knowledge-base-gmail-addon/blob/d5e5ba4f63687c1f46fcf672fe33fae05b59bb6b/app/partials/settings.html#L42
lib,repo,README.md,1,https://github.com/google/knowledge-base-gmail-addon/blob/d5e5ba4f63687c1f46fcf672fe33fae05b59bb6b/README.md,https://github.com/google/knowledge-base-gmail-addon/blob/d5e5ba4f63687c1f46fcf672fe33fae05b59bb6b/.gitignore#L1
