code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,doc_link,source_link
AST,repo,README.md,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,https://github.com/google/latexify_py/blob/30e3a7c0721466c53e00f34203940d8c7b1c4e13/README.md,https://github.com/google/latexify_py/blob/30e3a7c0721466c53e00f34203940d8c7b1c4e13/latexify/node_visitor_base.py#L20
LICENSE,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,https://github.com/google/latexify_py/blob/30e3a7c0721466c53e00f34203940d8c7b1c4e13/README.md,https://github.com/google/latexify_py/blob/30e3a7c0721466c53e00f34203940d8c7b1c4e13/tests/regression_test.py#L7
LaTeX,repo,README.md,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,https://github.com/google/latexify_py/blob/30e3a7c0721466c53e00f34203940d8c7b1c4e13/README.md,https://github.com/google/latexify_py/blob/30e3a7c0721466c53e00f34203940d8c7b1c4e13/setup.py#L25
latexify_py,repo,README.md,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/latexify_py/blob/30e3a7c0721466c53e00f34203940d8c7b1c4e13/README.md,https://github.com/google/latexify_py/blob/30e3a7c0721466c53e00f34203940d8c7b1c4e13/setup.py#L28
