code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,doc_link,source_link
API,repo,README.md,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/firmata.py/blob/904a1c53d603a1e7222356b49f956cc403d7d227/README.md,https://github.com/google/firmata.py/blob/904a1c53d603a1e7222356b49f956cc403d7d227/setup.py#L32
LICENSE,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,https://github.com/google/firmata.py/blob/904a1c53d603a1e7222356b49f956cc403d7d227/README.md,https://github.com/google/firmata.py/blob/904a1c53d603a1e7222356b49f956cc403d7d227/tests/test_utils.py#L7
MIT,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-,https://github.com/google/firmata.py/blob/904a1c53d603a1e7222356b49f956cc403d7d227/README.md,https://github.com/google/firmata.py/blob/059a51dfd552bea8be2fb8215b70ea703dfc886d/setup.py#L20
