code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,doc_link,source_link
AppEngine,repo,README.md,-,6,6,6,6,6,6,5,-,https://github.com/google/googleapps-message-recall/blob/c1a078ea76ac844aab0750b92fb491623cdf00e1/README.md,https://github.com/google/googleapps-message-recall/blob/d3433421c8d778ce4dff8f0a3396ddc70dac70f3/message_recall/tests/entity_state_updater_test.py#L17
MESSAGE,repo,README.md,-,2,2,2,2,2,2,2,-,https://github.com/google/googleapps-message-recall/blob/c1a078ea76ac844aab0750b92fb491623cdf00e1/README.md,https://github.com/google/googleapps-message-recall/blob/d3433421c8d778ce4dff8f0a3396ddc70dac70f3/message_recall/lib/apiclient/channel.py#L83
NDB,repo,README.md,-,13,13,13,13,13,13,13,-,https://github.com/google/googleapps-message-recall/blob/c1a078ea76ac844aab0750b92fb491623cdf00e1/README.md,https://github.com/google/googleapps-message-recall/blob/d3433421c8d778ce4dff8f0a3396ddc70dac70f3/message_recall/lib/oauth2client/appengine.py#L97
OR,repo,README.md,-,-,-,-,-,76,76,77,-,https://github.com/google/googleapps-message-recall/blob/c1a078ea76ac844aab0750b92fb491623cdf00e1/README.md,https://github.com/google/googleapps-message-recall/blob/d3433421c8d778ce4dff8f0a3396ddc70dac70f3/message_recall/xsrf_helper.py#L11
noauth_local_webserver,repo,README.md,-,-,-,-,-,13,13,13,-,https://github.com/google/googleapps-message-recall/blob/c1a078ea76ac844aab0750b92fb491623cdf00e1/README.md,https://github.com/google/googleapps-message-recall/blob/d3433421c8d778ce4dff8f0a3396ddc70dac70f3/message_recall/lib/oauth2client/tools.py#L61
update_queues,repo,README.md,-,-,-,-,-,1,1,1,-,https://github.com/google/googleapps-message-recall/blob/c1a078ea76ac844aab0750b92fb491623cdf00e1/README.md,https://github.com/google/googleapps-message-recall/blob/d3433421c8d778ce4dff8f0a3396ddc70dac70f3/message_recall/queue.yaml#L17
