code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,doc_link,source_link
AQT,repo,README.md,21,21,21,21,21,23,23,23,23,https://github.com/google/aqt/blob/895b0e631d8a32510c059005a6298728c90a1cc6/README.md,https://github.com/google/aqt/blob/bcf25ca70b40e63d1ba6cae82631d3793c750f39/utils/config_schema_utils.py#L164
Flax,repo,README.md,20,20,20,18,18,18,18,18,18,https://github.com/google/aqt/blob/895b0e631d8a32510c059005a6298728c90a1cc6/README.md,https://github.com/google/aqt/blob/bcf25ca70b40e63d1ba6cae82631d3793c750f39/colabs/gradients_wrt_variables_in_flax.ipynb#L75
JAX,repo,README.md,2,2,2,2,2,2,2,2,2,https://github.com/google/aqt/blob/895b0e631d8a32510c059005a6298728c90a1cc6/README.md,https://github.com/google/aqt/blob/bcf25ca70b40e63d1ba6cae82631d3793c750f39/aqt/flax_attention.py#L314
Jax,repo,README.md,30,30,30,29,29,29,29,29,29,https://github.com/google/aqt/blob/895b0e631d8a32510c059005a6298728c90a1cc6/README.md,https://github.com/google/aqt/blob/bcf25ca70b40e63d1ba6cae82631d3793c750f39/aqt/stats.py#L64
README,repo,README.md,1,1,1,1,1,5,5,5,5,https://github.com/google/aqt/blob/895b0e631d8a32510c059005a6298728c90a1cc6/README.md,https://github.com/google/aqt/blob/bcf25ca70b40e63d1ba6cae82631d3793c750f39/utils/report_utils.py#L17
ResNet,repo,README.md,27,27,27,1,1,1,1,1,1,https://github.com/google/aqt/blob/895b0e631d8a32510c059005a6298728c90a1cc6/README.md,https://github.com/google/aqt/blob/bcf25ca70b40e63d1ba6cae82631d3793c750f39/aqt/README.md#L6
report_utils.py,repo,README.md,5,5,5,5,4,4,4,4,4,https://github.com/google/aqt/blob/895b0e631d8a32510c059005a6298728c90a1cc6/README.md,https://github.com/google/aqt/blob/bcf25ca70b40e63d1ba6cae82631d3793c750f39/utils/report_utils_test.py#L15
requirements.txt,repo,README.md,2,2,-,-,-,-,1,1,1,https://github.com/google/aqt/blob/895b0e631d8a32510c059005a6298728c90a1cc6/README.md,code_element is a file name
