code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,doc_link,source_link
BSD,repo,README.md,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/README.md,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/mkvm.py#L3
GCE,repo,README.md,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/README.md,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/make.bash#L55
GNU,repo,README.md,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/README.md,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/make.bash#L10
NetBSD,repo,README.md,.,.,.,.,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/README.md,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/mkvm.py#L11
VM,repo,README.md,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/README.md,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/make.bash#L7
amd64,repo,README.md,.,.,.,.,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/README.md,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/make.bash#L18
make.bash,repo,README.md,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/netbsd-gce/blob/f1aab30dbba1096f04c44a621970d7ad209d925f/README.md,code_element is a file name
