code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,doc_link,source_link
DSA,repo,README.md,-,4,4,4,2,2,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/README.md,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/structurescript.js#L195
IS,repo,README.md,-,-,-,3,5,5,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/README.md,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/structurescript.js#L11
MAXIMIZE_CONVERSIONS,repo,README.md,-,-,-,0,3,3,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/README.md,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/structurescript.js#L572
MAXIMIZE_CONVERSION_VALUE,repo,README.md,-,-,-,0,3,3,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/README.md,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/structurescript.js#L573
MCC,repo,README.md,-,1,1,0,0,0,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/README.md,https://github.com/google/ads-account-structure-script/blob/aa179e093ece9576da993f9a507849281785afc0/structurescript.js#L63
RSA,repo,README.md,-,0,0,0,2,2,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/README.md,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/structurescript.js#L195
TARGET_CPA,repo,README.md,-,-,-,0,3,3,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/README.md,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/structurescript.js#L570
TARGET_ROAS,repo,README.md,-,-,-,0,3,3,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/README.md,https://github.com/google/ads-account-structure-script/blob/7c402090d35f898ad988ec7524ef058d1544cc1d/structurescript.js#L571
