code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,doc_link,source_link
PubCache,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,https://github.com/google/pub_cache/blob/da15b62e11fd4f1886d07660ea38499bf791312b/README.md,https://github.com/google/pub_cache/blob/6dffe2ffe009a9d677465a686ed4db582b599a7b/test/pub_cache_test.dart#L18
PubCache(),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,https://github.com/google/pub_cache/blob/da15b62e11fd4f1886d07660ea38499bf791312b/README.md,https://github.com/google/pub_cache/blob/6dffe2ffe009a9d677465a686ed4db582b599a7b/test/pub_cache_test.dart#L37
cache.getGlobalApplications(),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/pub_cache/blob/da15b62e11fd4f1886d07660ea38499bf791312b/README.md,https://github.com/google/pub_cache/blob/6dffe2ffe009a9d677465a686ed4db582b599a7b/test/pub_cache_test.dart#L38
pub_cache,repo,README.md,-,-,-,-,-,9,9,9,9,10,10,10,10,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,https://github.com/google/pub_cache/blob/da15b62e11fd4f1886d07660ea38499bf791312b/README.md,https://github.com/google/pub_cache/blob/6dffe2ffe009a9d677465a686ed4db582b599a7b/test/pub_cache_test.dart#L10
