code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,doc_link,source_link
ALU,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,1,1,1,1,1,https://github.com/google/bbcpu/blob/48e9f22e7a1942245ab643c3dbef328e54923f30/README.md,https://github.com/google/bbcpu/blob/47936f8998c44c2374568c3d8467cac604795a73/cpu.v#L80
CPU,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,4,4,4,4,4,https://github.com/google/bbcpu/blob/48e9f22e7a1942245ab643c3dbef328e54923f30/README.md,https://github.com/google/bbcpu/blob/47936f8998c44c2374568c3d8467cac604795a73/cpu.v#L44
OUT,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,9,4,5,4,4,4,19,20,23,https://github.com/google/bbcpu/blob/48e9f22e7a1942245ab643c3dbef328e54923f30/README.md,https://github.com/google/bbcpu/blob/47936f8998c44c2374568c3d8467cac604795a73/prog_sub.list#L3
UART,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/bbcpu/blob/48e9f22e7a1942245ab643c3dbef328e54923f30/README.md,https://github.com/google/bbcpu/blob/47936f8998c44c2374568c3d8467cac604795a73/cpu.v#L36
top_test,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,0,-,-,https://github.com/google/bbcpu/blob/48e9f22e7a1942245ab643c3dbef328e54923f30/README.md,https://github.com/google/bbcpu/blob/2d4cfab3f8d3a9ab38858f3ead0ce12312119bd1/top_test.v#L20
top_test_fibonacci,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,3,3,https://github.com/google/bbcpu/blob/48e9f22e7a1942245ab643c3dbef328e54923f30/README.md,https://github.com/google/bbcpu/blob/47936f8998c44c2374568c3d8467cac604795a73/top_test_fibonacci.v#L21
