code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,doc_link,source_link
HTTP,repo,README.md,2,1,1,3,3,3,https://github.com/google/http2preload/blob/414d10f2c24293f9d0363dee72ab5fd6c117fb25/README.md,https://github.com/google/http2preload/blob/f5c2e3c635002fee7d6b25f700435a309cfe7fae/preload.go#L12
LICENSE,repo,README.md,-,-,6,6,6,6,https://github.com/google/http2preload/blob/414d10f2c24293f9d0363dee72ab5fd6c117fb25/README.md,https://github.com/google/http2preload/blob/f5c2e3c635002fee7d6b25f700435a309cfe7fae/preload_test.go#L5
