code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,doc_link,source_link
HTTP,repo,README.md,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/go-replayers/blob/95115cb67897607409f7a3661b4258e55563030d/README.md,https://github.com/google/go-replayers/blob/3f199e6f6bfc8fb6293e46e3c21b9a059aba3cce/httpreplay/internal/proxy/replay.go#L82
gRPC,repo,README.md,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,https://github.com/google/go-replayers/blob/95115cb67897607409f7a3661b4258e55563030d/README.md,https://github.com/google/go-replayers/blob/3f199e6f6bfc8fb6293e46e3c21b9a059aba3cce/grpcreplay/proto/intstore/intstore_grpc.pb.go#L14
grpcreplay,repo,README.md,0,0,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,28,28,32,32,32,32,https://github.com/google/go-replayers/blob/95115cb67897607409f7a3661b4258e55563030d/README.md,https://github.com/google/go-replayers/blob/3f199e6f6bfc8fb6293e46e3c21b9a059aba3cce/grpcreplay/proto/intstore/intstore.proto#L20
httpr,repo,README.md,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,https://github.com/google/go-replayers/blob/95115cb67897607409f7a3661b4258e55563030d/README.md,https://github.com/google/go-replayers/blob/3f199e6f6bfc8fb6293e46e3c21b9a059aba3cce/httpreplay/internal/proxy/record.go#L69
httpreplay,repo,README.md,16,17,17,17,17,17,17,17,17,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,https://github.com/google/go-replayers/blob/95115cb67897607409f7a3661b4258e55563030d/README.md,https://github.com/google/go-replayers/blob/3f199e6f6bfc8fb6293e46e3c21b9a059aba3cce/httpreplay/internal/proxy/replay.go#L76
httpreplay/cmd/httpr,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/go-replayers/blob/95115cb67897607409f7a3661b4258e55563030d/README.md,https://github.com/google/go-replayers/blob/3f199e6f6bfc8fb6293e46e3c21b9a059aba3cce/httpreplay/internal/proxy/record.go#L17
