code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,doc_link,source_link
<name>,repo,README.md,3,3,3,3,3,3,https://github.com/google/distributed-git-forks/blob/641fde3bebfc1157f981e987f43a1c0100fabaf4/README.md,https://github.com/google/distributed-git-forks/blob/f970c2ede4707e4e58aaae1f511b00a26f6555d2/git-fork#L146
NAME,repo,README.md,3,3,3,3,3,3,https://github.com/google/distributed-git-forks/blob/641fde3bebfc1157f981e987f43a1c0100fabaf4/README.md,https://github.com/google/distributed-git-forks/blob/f970c2ede4707e4e58aaae1f511b00a26f6555d2/git-fork#L29
URL,repo,README.md,9,9,9,9,9,9,https://github.com/google/distributed-git-forks/blob/641fde3bebfc1157f981e987f43a1c0100fabaf4/README.md,https://github.com/google/distributed-git-forks/blob/f970c2ede4707e4e58aaae1f511b00a26f6555d2/git-remote-forks#L221
fork,repo,README.md,38,40,40,40,40,40,https://github.com/google/distributed-git-forks/blob/641fde3bebfc1157f981e987f43a1c0100fabaf4/README.md,https://github.com/google/distributed-git-forks/blob/f970c2ede4707e4e58aaae1f511b00a26f6555d2/run_tests.sh#L36
git-fork,repo,README.md,2,2,2,2,2,2,https://github.com/google/distributed-git-forks/blob/641fde3bebfc1157f981e987f43a1c0100fabaf4/README.md,https://github.com/google/distributed-git-forks/blob/f970c2ede4707e4e58aaae1f511b00a26f6555d2/git-fork#L299
git-remote-forks,repo,README.md,2,2,2,2,2,2,https://github.com/google/distributed-git-forks/blob/641fde3bebfc1157f981e987f43a1c0100fabaf4/README.md,https://github.com/google/distributed-git-forks/blob/f970c2ede4707e4e58aaae1f511b00a26f6555d2/run_tests.sh#L21
refs/devtools,repo,README.md,18,18,18,-,-,-,https://github.com/google/distributed-git-forks/blob/641fde3bebfc1157f981e987f43a1c0100fabaf4/README.md,https://github.com/google/distributed-git-forks/blob/4e7aaa849db959a1519553a9c873256d1b4a3d5d/git-fork#L19
refs/notes/devtools,repo,README.md,2,2,2,-,-,-,https://github.com/google/distributed-git-forks/blob/641fde3bebfc1157f981e987f43a1c0100fabaf4/README.md,https://github.com/google/distributed-git-forks/blob/4e7aaa849db959a1519553a9c873256d1b4a3d5d/git-fork#L164
remote,repo,README.md,25,28,28,28,28,28,https://github.com/google/distributed-git-forks/blob/641fde3bebfc1157f981e987f43a1c0100fabaf4/README.md,https://github.com/google/distributed-git-forks/blob/f970c2ede4707e4e58aaae1f511b00a26f6555d2/run_tests.sh#L29
