code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,doc_link,source_link
ADYPwI8nrtztFOik,repo,README.md,1,1,1,1,1,1,1,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/config.js#L41
BR,repo,README.md,3,3,3,3,3,3,3,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/functions/sheet-data.js#L39
CA,repo,README.md,3,3,3,3,3,3,3,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/functions/sheet-data.js#L33
CLI,repo,README.md,1,1,1,1,1,1,1,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/build.sh#L50
ES,repo,README.md,3,3,3,3,3,3,3,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/functions/sheet-data.js#L31
FR,repo,README.md,2,2,2,2,2,2,2,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/config.js#L35
FUNCTION_VERSION,repo,README.md,11,11,11,11,11,11,11,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/functions/index.js#L24
GB,repo,README.md,3,3,3,3,3,3,3,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/functions/sheet-data.js#L27
ID,repo,README.md,3,3,3,3,3,3,3,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/config.js#L16
JSON,repo,README.md,19,19,19,19,19,19,19,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/functions/util/object.js#L201
Ki0WwDTo0DTIiI608,repo,README.md,1,1,1,1,1,1,1,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/config.js#L39
LICENSE,repo,README.md,84,84,84,84,84,84,84,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/sdk/webhooks/AssistantStudioFulfillment.yaml#L7
LOCALE_TO_SHEET_ID,repo,README.md,4,4,4,4,4,4,4,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/index.js#L27
PROJECT_ID,repo,README.md,7,7,7,7,7,7,7,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/build.sh#L19
SDK,repo,README.md,4,4,4,4,4,4,4,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/sheet-converter.js#L31
URL,repo,README.md,7,7,7,7,7,7,7,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/functions/util/schema.js#L64
US,repo,README.md,3,3,3,3,3,3,3,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/functions/util/ssml.js#L31
converter/config.js,repo,README.md,1,1,1,1,1,1,1,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,code_element is a file name
credentials.json,repo,README.md,2,2,2,2,2,2,2,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/index.js#L35
erTU0QjKXueCqkQ,repo,README.md,1,1,1,1,1,1,1,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/config.js#L41
functions/config.js,repo,README.md,4,4,4,4,4,4,4,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/index.js#L26
https://docs.google.com/spreadsheets/d/,repo,README.md,1,1,1,1,1,1,1,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/config.js#L23
k4MRMhpTbCroPoVAYvK1J979W93IdrFMqQlM,repo,README.md,1,1,1,1,1,1,1,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/config.js#L43
project_id,repo,README.md,5,5,5,5,5,5,5,https://github.com/google/actions-on-google-trivia-template-sdk/blob/4d70ffa2d2366f6e03c8bc2ae0d0ce52d44849e8/README.md,https://github.com/google/actions-on-google-trivia-template-sdk/blob/1104eaf758c3321f1ec875fa0c5dc9e787508c88/converter/index.js#L34
