code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
API,repo,README.md,21,21,https://github.com/google/dbm-trix-addon/blob/3f659defc2bb163b6c6d2614aaf393ca745b40d4/README.md,https://github.com/google/dbm-trix-addon/blob/9f1780ce6824e16b9e59c1523087c4e6c4c4b5ff/Constant.js#L71
Authorize,repo,README.md,3,3,https://github.com/google/dbm-trix-addon/blob/3f659defc2bb163b6c6d2614aaf393ca745b40d4/README.md,https://github.com/google/dbm-trix-addon/blob/9f1780ce6824e16b9e59c1523087c4e6c4c4b5ff/Authorization.html#L21
DBM,repo,README.md,61,61,https://github.com/google/dbm-trix-addon/blob/3f659defc2bb163b6c6d2614aaf393ca745b40d4/README.md,https://github.com/google/dbm-trix-addon/blob/9f1780ce6824e16b9e59c1523087c4e6c4c4b5ff/DialogJavascript.html#L83
DoubleClick,repo,README.md,1,1,https://github.com/google/dbm-trix-addon/blob/3f659defc2bb163b6c6d2614aaf393ca745b40d4/README.md,https://github.com/google/dbm-trix-addon/blob/9f1780ce6824e16b9e59c1523087c4e6c4c4b5ff/Code.js#L17
Enable,repo,README.md,1,1,https://github.com/google/dbm-trix-addon/blob/3f659defc2bb163b6c6d2614aaf393ca745b40d4/README.md,https://github.com/google/dbm-trix-addon/blob/9f1780ce6824e16b9e59c1523087c4e6c4c4b5ff/Scheduler.html#L30
ID,repo,README.md,10,10,https://github.com/google/dbm-trix-addon/blob/3f659defc2bb163b6c6d2614aaf393ca745b40d4/README.md,https://github.com/google/dbm-trix-addon/blob/9f1780ce6824e16b9e59c1523087c4e6c4c4b5ff/DebugInfo.html#L35
SCRIPT,repo,README.md,1,1,https://github.com/google/dbm-trix-addon/blob/3f659defc2bb163b6c6d2614aaf393ca745b40d4/README.md,https://github.com/google/dbm-trix-addon/blob/9f1780ce6824e16b9e59c1523087c4e6c4c4b5ff/Constant.js#L101
URL,repo,README.md,6,6,https://github.com/google/dbm-trix-addon/blob/3f659defc2bb163b6c6d2614aaf393ca745b40d4/README.md,https://github.com/google/dbm-trix-addon/blob/9f1780ce6824e16b9e59c1523087c4e6c4c4b5ff/Constant.js#L47
d,repo,README.md,3,3,https://github.com/google/dbm-trix-addon/blob/3f659defc2bb163b6c6d2614aaf393ca745b40d4/README.md,https://github.com/google/dbm-trix-addon/blob/9f1780ce6824e16b9e59c1523087c4e6c4c4b5ff/LICENSE#L107
