code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,doc_link,source_link
API,repo,README.md,.,192,192,192,192,192,192,192,192,192,https://github.com/google/contentbox/blob/5553b945c2645d6a07c96441258cd4790e90c39e/README.md,https://github.com/google/contentbox/blob/5c155976e0ce7ea308d62293ab89624d97b21d09/third_party/yawdadmin/views.py#L111
ID,repo,README.md,.,505,505,505,505,505,505,505,505,505,https://github.com/google/contentbox/blob/5553b945c2645d6a07c96441258cd4790e90c39e/README.md,https://github.com/google/contentbox/blob/5c155976e0ce7ea308d62293ab89624d97b21d09/third_party/yawdadmin/templates/admin/analytics.html#L17
UI,repo,README.md,.,4,4,4,4,4,4,4,4,4,https://github.com/google/contentbox/blob/5553b945c2645d6a07c96441258cd4790e90c39e/README.md,https://github.com/google/contentbox/blob/5c155976e0ce7ea308d62293ab89624d97b21d09/third_party/yawdadmin/static/yawd-admin/js/sortables.js#L2
auth_user,repo,README.md,.,8,8,8,8,8,8,8,8,8,https://github.com/google/contentbox/blob/5553b945c2645d6a07c96441258cd4790e90c39e/README.md,https://github.com/google/contentbox/blob/5c155976e0ce7ea308d62293ab89624d97b21d09/third_party/django/core/mail/__init__.py#L34
localhost:8000,repo,README.md,.,7,7,7,7,7,7,7,7,7,https://github.com/google/contentbox/blob/5553b945c2645d6a07c96441258cd4790e90c39e/README.md,https://github.com/google/contentbox/blob/5c155976e0ce7ea308d62293ab89624d97b21d09/third_party/yawdadmin/conf/settings.py#L9
tested:1,repo,README.md,.,-,1,-,-,-,-,-,-,-,https://github.com/google/contentbox/blob/5553b945c2645d6a07c96441258cd4790e90c39e/README.md,https://github.com/google/contentbox/blob/1de66c6c8cac84cb0300f53d4de9dde0c56ac871/main/static/vendor/README.md#L4
tested:2,repo,README.md,.,-,1,-,-,-,-,-,-,-,https://github.com/google/contentbox/blob/5553b945c2645d6a07c96441258cd4790e90c39e/README.md,https://github.com/google/contentbox/blob/1de66c6c8cac84cb0300f53d4de9dde0c56ac871/main/static/vendor/README.md#L3
third_party,repo,README.md,.,3,3,3,3,3,3,3,3,3,https://github.com/google/contentbox/blob/5553b945c2645d6a07c96441258cd4790e90c39e/README.md,https://github.com/google/contentbox/blob/5c155976e0ce7ea308d62293ab89624d97b21d09/requirements.txt#L3
