code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
API,repo,README.md,17,17,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/README.md,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/app/src/main/java/com/google/android/imaging/pixelvisualcorecamera/gateway/GatewayActivity.java#L27
CONTROL_ENABLE_ZSL,repo,README.md,5,5,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/README.md,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/app/src/main/java/com/google/android/imaging/pixelvisualcorecamera/api2/Camera2Controller.java#L730
EFFECT_NONE,repo,README.md,1,1,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/README.md,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/app/src/main/java/com/google/android/imaging/pixelvisualcorecamera/api1/Camera1Controller.java#L114
FLASH_MODE_OFF,repo,README.md,2,2,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/README.md,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/app/src/main/java/com/google/android/imaging/pixelvisualcorecamera/api2/Camera2Controller.java#L488
HDR,repo,README.md,17,17,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/README.md,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/app/src/main/java/com/google/android/imaging/pixelvisualcorecamera/api2/Camera2Controller.java#L189
JPEG,repo,README.md,5,5,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/README.md,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/app/src/main/java/com/google/android/imaging/pixelvisualcorecamera/api2/Camera2Controller.java#L384
TEMPLATE_STILL_CAPTURE,repo,README.md,3,3,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/README.md,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/app/src/main/java/com/google/android/imaging/pixelvisualcorecamera/api2/Camera2Controller.java#L718
WHITE_BALANCE_AUTO,repo,README.md,1,1,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/README.md,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/app/src/main/java/com/google/android/imaging/pixelvisualcorecamera/api1/Camera1Controller.java#L117
YUV,repo,README.md,1,1,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/README.md,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/app/src/main/java/com/google/android/imaging/pixelvisualcorecamera/api2/Camera2Controller.java#L723
takePicture(),repo,README.md,2,2,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/README.md,https://github.com/google/pixelvisualcorecamera/blob/7263584b9bc2105fc455357c3d8f089a4b3eaeb4/app/src/main/java/com/google/android/imaging/pixelvisualcorecamera/api2/CameraApi2Activity.java#L81
