code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,doc_link,source_link
--use_standard_dataset,repo,README.md,1,1,1,1,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/n_digit_mnist.py#L360
LICENSE,repo,README.md,3,3,3,4,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/n_digit_mnist.py#L7
MNIST,repo,README.md,15,15,15,18,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/n_digit_mnist.py#L15
data/,repo,README.md,1,1,1,1,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/.gitignore#L2
domain_gap,repo,README.md,12,12,12,14,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/n_digit_mnist.py#L106
mnist_split,repo,README.md,-,-,-,33,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/n_digit_mnist.py#L36
n,repo,README.md,15,15,15,18,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/n_digit_mnist.py#L15
n_digit_mnist.py,repo,README.md,1,1,1,1,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,code_element is a file name
num_digits,repo,README.md,10,10,10,12,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/n_digit_mnist.py#L122
num_visualize,repo,README.md,-,-,-,2,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/example_visualization.py#L39
number,repo,README.md,29,29,29,30,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/n_digit_mnist.py#L62
numpy,repo,README.md,5,5,5,6,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/n_digit_mnist.py#L26
use_standard_dataset,repo,README.md,2,2,2,2,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/README.md,https://github.com/google/n-digit-mnist/blob/20154cafc8acbba8de816af6773db96aecb6f8da/n_digit_mnist.py#L280
