code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,doc_link,source_link
ARM,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,https://github.com/google/hardware-perfcounter/blob/600ab0c5b7b68600ab0379c5a68328d44e767012/README.md,https://github.com/google/hardware-perfcounter/blob/7949f047e58e44996236e6ec6153cfb60951c37a/third_party/hwcpipe/mali_gpu_database.xml#L6
GPU,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,5,21,31,46,50,50,50,55,55,55,58,60,60,66,66,71,71,72,73,76,79,80,80,80,105,105,107,99,106,106,106,110,110,110,110,110,110,https://github.com/google/hardware-perfcounter/blob/600ab0c5b7b68600ab0379c5a68328d44e767012/README.md,https://github.com/google/hardware-perfcounter/blob/7949f047e58e44996236e6ec6153cfb60951c37a/third_party/linux/adreno_driver_ioctl.h#L6
HWCPipe,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,https://github.com/google/hardware-perfcounter/blob/600ab0c5b7b68600ab0379c5a68328d44e767012/README.md,https://github.com/google/hardware-perfcounter/blob/7949f047e58e44996236e6ec6153cfb60951c37a/third_party/hwcpipe/mali_gpu_database.xml#L4
HardwarePerfCounter,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,https://github.com/google/hardware-perfcounter/blob/600ab0c5b7b68600ab0379c5a68328d44e767012/README.md,https://github.com/google/hardware-perfcounter/blob/7949f047e58e44996236e6ec6153cfb60951c37a/CMakeLists.txt#L21
macOS,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/hardware-perfcounter/blob/600ab0c5b7b68600ab0379c5a68328d44e767012/README.md,https://github.com/google/hardware-perfcounter/blob/7949f047e58e44996236e6ec6153cfb60951c37a/.gitignore#L5
