code_element,page_type,page_name,rev_1,rev_2,rev_3,doc_link,source_link
API,repo,README.md,1,1,1,https://github.com/google/clicktrackers-panel/blob/748b5023f72c2c8336aaf0cc63069fdcfe64d792/README.md,https://github.com/google/clicktrackers-panel/blob/5de8f51602c3d587c29c2d7c599f0df589f4720d/main.py#L14
AppEngine,repo,README.md,1,0,0,https://github.com/google/clicktrackers-panel/blob/748b5023f72c2c8336aaf0cc63069fdcfe64d792/README.md,https://github.com/google/clicktrackers-panel/blob/748b5023f72c2c8336aaf0cc63069fdcfe64d792/GTECH#L11
DCM,repo,README.md,4,3,3,https://github.com/google/clicktrackers-panel/blob/748b5023f72c2c8336aaf0cc63069fdcfe64d792/README.md,https://github.com/google/clicktrackers-panel/blob/5de8f51602c3d587c29c2d7c599f0df589f4720d/templates/index.html#L33
