code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,doc_link,source_link
well-known,repo,README.md,-,-,-,121,121,121,121,122,122,124,124,124,124,124,https://github.com/google/digitalassetlinks/blob/3bc0f56907bd420e79ae88bc0789c47d34c1c4df/README.md,https://github.com/google/digitalassetlinks/blob/d893749ee3c84b31f72b552a7ed333789c3235d3/well-known/specification.md#L4
