code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,doc_link,source_link
AST,repo,README.md,5,5,5,5,5,5,5,5,https://github.com/google/ngrx-visualizer/blob/661694c807f2f82e97ba90743fdcc74eee210da8/README.md,https://github.com/google/ngrx-visualizer/blob/d345a84c4f6b0d76a24fdacd7a1d4c9119f0cbb2/analyzer/src/usage/usage.ts#L22
LICENSE,repo,README.md,46,46,46,46,46,46,46,46,https://github.com/google/ngrx-visualizer/blob/661694c807f2f82e97ba90743fdcc74eee210da8/README.md,https://github.com/google/ngrx-visualizer/blob/d345a84c4f6b0d76a24fdacd7a1d4c9119f0cbb2/viewer/src/ui/visibility.ts#L8
NgRx,repo,README.md,49,49,49,49,49,49,49,49,https://github.com/google/ngrx-visualizer/blob/661694c807f2f82e97ba90743fdcc74eee210da8/README.md,https://github.com/google/ngrx-visualizer/blob/d345a84c4f6b0d76a24fdacd7a1d4c9119f0cbb2/viewer/src/ui/visibility.ts#L2
reducerLength,repo,README.md,8,8,8,8,8,8,8,8,https://github.com/google/ngrx-visualizer/blob/661694c807f2f82e97ba90743fdcc74eee210da8/README.md,https://github.com/google/ngrx-visualizer/blob/d345a84c4f6b0d76a24fdacd7a1d4c9119f0cbb2/viewer/src/app.ts#L53
