code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,doc_link,source_link
git-sync-changes,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,https://github.com/google/git-sync-changes/blob/ca80f790e914125778f911752a9ba64d8f94427d/README.md,https://github.com/google/git-sync-changes/blob/61b63ff1bc9d96e3deccf71ae67376b092199ec9/tests/test-git-sync-changes.sh#L22
origin,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,10,11,11,https://github.com/google/git-sync-changes/blob/ca80f790e914125778f911752a9ba64d8f94427d/README.md,https://github.com/google/git-sync-changes/blob/61b63ff1bc9d96e3deccf71ae67376b092199ec9/tests/test-git-sync-changes.sh#L35
