code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,doc_link,source_link
//third_party/cld_3,repo,README.md,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/cld3/blob/6b15e31d6d2840e5f34b1696f635cada9aff8f71/README.md,https://github.com/google/cld3/blob/b6d3f358357cb83aa79cc2e43a5422aeca6396d9/src/BUILD.gn#L98
GitHub,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/cld3/blob/6b15e31d6d2840e5f34b1696f635cada9aff8f71/README.md,https://github.com/google/cld3/blob/b48dc46512566f5a2d41118c8c1116c4f96dc661/.github/workflows/main.yml#L119
cld_3,repo,README.md,123,137,137,137,135,16,16,16,16,16,16,16,16,16,16,16,16,16,16,19,19,19,19,19,19,19,19,19,19,19,19,22,22,28,28,28,28,28,28,28,28,28,28,28,28,https://github.com/google/cld3/blob/6b15e31d6d2840e5f34b1696f635cada9aff8f71/README.md,https://github.com/google/cld3/blob/b48dc46512566f5a2d41118c8c1116c4f96dc661/src/task_context.h#L23
language_identifier_main,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/cld3/blob/6b15e31d6d2840e5f34b1696f635cada9aff8f71/README.md,https://github.com/google/cld3/blob/b48dc46512566f5a2d41118c8c1116c4f96dc661/src/BUILD.gn#L97
src/BUILD.gn,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/cld3/blob/6b15e31d6d2840e5f34b1696f635cada9aff8f71/README.md,code_element is a file name
third_party,repo,README.md,125,144,144,144,143,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/cld3/blob/6b15e31d6d2840e5f34b1696f635cada9aff8f71/README.md,https://github.com/google/cld3/blob/b48dc46512566f5a2d41118c8c1116c4f96dc661/src/BUILD.gn#L16
