code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,doc_link,source_link
!terminal,repo,README.md,.,.,.,.,0,0,1,1,1,1,https://github.com/google/ashier/blob/96936bd25aa6d427e72a4868ee92e6765642ccac/README.md,https://github.com/google/ashier/blob/76710289b2c459ed1ef8ca822cfa1d5fbad05b89/ashierlib/test/directive_test.py#L153
-c,repo,README.md,.,.,.,.,1,1,1,1,1,1,https://github.com/google/ashier/blob/96936bd25aa6d427e72a4868ee92e6765642ccac/README.md,https://github.com/google/ashier/blob/76710289b2c459ed1ef8ca822cfa1d5fbad05b89/ashier#L146
.,repo,README.md,.,.,.,.,66,66,68,68,68,68,https://github.com/google/ashier/blob/96936bd25aa6d427e72a4868ee92e6765642ccac/README.md,https://github.com/google/ashier/blob/76710289b2c459ed1ef8ca822cfa1d5fbad05b89/ashierlib/utils.py#L43
>,repo,README.md,.,.,.,.,41,41,19,19,19,19,https://github.com/google/ashier/blob/96936bd25aa6d427e72a4868ee92e6765642ccac/README.md,https://github.com/google/ashier/blob/76710289b2c459ed1ef8ca822cfa1d5fbad05b89/ashierlib/utils.py#L61
?,repo,README.md,.,.,.,.,26,26,25,25,25,25,https://github.com/google/ashier/blob/96936bd25aa6d427e72a4868ee92e6765642ccac/README.md,https://github.com/google/ashier/blob/76710289b2c459ed1ef8ca822cfa1d5fbad05b89/ashierlib/utils.py#L97
exit,repo,README.md,.,.,.,.,8,8,8,8,8,8,https://github.com/google/ashier/blob/96936bd25aa6d427e72a4868ee92e6765642ccac/README.md,https://github.com/google/ashier/blob/76710289b2c459ed1ef8ca822cfa1d5fbad05b89/ashierlib/utils.py#L56
no,repo,README.md,.,.,.,.,18,18,18,18,18,18,https://github.com/google/ashier/blob/96936bd25aa6d427e72a4868ee92e6765642ccac/README.md,https://github.com/google/ashier/blob/76710289b2c459ed1ef8ca822cfa1d5fbad05b89/ashierlib/test/directive_test.py#L69
