code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,doc_link,source_link
CT,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,31,31,31,https://github.com/google/certificate-transparency-java/blob/12e68001e0a04bfb9a3413395439e822645f46a6/README.md,https://github.com/google/certificate-transparency-java/blob/12e68001e0a04bfb9a3413395439e822645f46a6/src/test/resources/testdata/v2/configs/redact/test8.config#L1
POM,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,-,https://github.com/google/certificate-transparency-java/blob/12e68001e0a04bfb9a3413395439e822645f46a6/README.md,https://github.com/google/certificate-transparency-java/blob/2db45ec1ddad0b2879ab4b8afa9a6c7967b61535/pom.xml#L2
artifactId,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,59,59,-,https://github.com/google/certificate-transparency-java/blob/12e68001e0a04bfb9a3413395439e822645f46a6/README.md,https://github.com/google/certificate-transparency-java/blob/2db45ec1ddad0b2879ab4b8afa9a6c7967b61535/pom.xml#L7
groupId,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,55,55,-,https://github.com/google/certificate-transparency-java/blob/12e68001e0a04bfb9a3413395439e822645f46a6/README.md,https://github.com/google/certificate-transparency-java/blob/2db45ec1ddad0b2879ab4b8afa9a6c7967b61535/pom.xml#L6
