code_element,page_type,page_name,rev_1,doc_link,source_link
3V,repo,README.md,5,https://github.com/google/usb-cereal/blob/7e271267d8a0f584d37ff979022955b31a461954/README.md,https://github.com/google/usb-cereal/blob/7e271267d8a0f584d37ff979022955b31a461954/pcba_fab/Pick Place for cereal-pcb.txt#L49
LICENSE,repo,README.md,1,https://github.com/google/usb-cereal/blob/7e271267d8a0f584d37ff979022955b31a461954/README.md,https://github.com/google/usb-cereal/blob/7e271267d8a0f584d37ff979022955b31a461954/LICENSE.md#L196
STEP,repo,README.md,3,https://github.com/google/usb-cereal/blob/7e271267d8a0f584d37ff979022955b31a461954/README.md,https://github.com/google/usb-cereal/blob/7e271267d8a0f584d37ff979022955b31a461954/mcad/cereal_assy.step#L4
USB,repo,README.md,7,https://github.com/google/usb-cereal/blob/7e271267d8a0f584d37ff979022955b31a461954/README.md,https://github.com/google/usb-cereal/blob/7e271267d8a0f584d37ff979022955b31a461954/pcba_fab/Pick Place for cereal-pcb.txt#L26
