code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,doc_link,source_link
GPU,repo,README.md,-,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,https://github.com/google/mipnerf/blob/526709f4ca4f2eae2837f9c10ec57de11e495383/README.md,https://github.com/google/mipnerf/blob/84c969e0a623edd183b75693aed72a7e7c22902d/internal/utils.py#L102
JAX,repo,README.md,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,https://github.com/google/mipnerf/blob/526709f4ca4f2eae2837f9c10ec57de11e495383/README.md,https://github.com/google/mipnerf/blob/0ca3ecea7cefd608f38dca28fe8629dd550d6119/eval.py#L98
NeRF,repo,README.md,-,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,https://github.com/google/mipnerf/blob/526709f4ca4f2eae2837f9c10ec57de11e495383/README.md,https://github.com/google/mipnerf/blob/84c969e0a623edd183b75693aed72a7e7c22902d/scripts/summarize.ipynb#L93
TPU,repo,README.md,-,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,https://github.com/google/mipnerf/blob/526709f4ca4f2eae2837f9c10ec57de11e495383/README.md,https://github.com/google/mipnerf/blob/84c969e0a623edd183b75693aed72a7e7c22902d/internal/utils.py#L102
configs/,repo,README.md,-,4,4,4,4,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/mipnerf/blob/526709f4ca4f2eae2837f9c10ec57de11e495383/README.md,https://github.com/google/mipnerf/blob/e5d4a1ea0664dcd2b2c3a33fd694cfa88cd657f2/BUILD#L9
gin_param,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,https://github.com/google/mipnerf/blob/526709f4ca4f2eae2837f9c10ec57de11e495383/README.md,https://github.com/google/mipnerf/blob/84c969e0a623edd183b75693aed72a7e7c22902d/internal/utils.py#L96
nerf_synthetic,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,https://github.com/google/mipnerf/blob/526709f4ca4f2eae2837f9c10ec57de11e495383/README.md,https://github.com/google/mipnerf/blob/84c969e0a623edd183b75693aed72a7e7c22902d/scripts/train_blender.sh#L21
scripts/summarize.ipynb,repo,README.md,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mipnerf/blob/526709f4ca4f2eae2837f9c10ec57de11e495383/README.md,code_element is a file name
