code_element,page_type,page_name,rev_1,doc_link,source_link
/my/path/bert,repo,README.md,7,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L20
/my/path/snips_data/ACL2020data,repo,README.md,3,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L18
AddToPlaylist,repo,README.md,14,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L23
BERT,repo,README.md,12,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L52
CLINC,repo,README.md,1,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/clinc_similarity_train.py#L14
SNIPS,repo,README.md,5,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L14
bert_config,repo,README.md,22,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L20
bert_config_file,repo,README.md,6,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L20
bert_model,repo,README.md,2,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L22
clinc_similarity_train,repo,README.md,1,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/clinc_similarity_train.py#L17
data_dir,repo,README.md,16,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L18
data_output_dir,repo,README.md,11,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/clinc_similarity_train.py#L19
few_shot,repo,README.md,31,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L19
init_checkpoint,repo,README.md,18,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L22
input_dir,repo,README.md,13,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_preprocess_data.py#L18
output_dir,repo,README.md,7,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_preprocess_data.py#L19
snips_preprocess_data,repo,README.md,1,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_preprocess_data.py#L17
snips_similarity_train,repo,README.md,1,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L17
target_domain,repo,README.md,20,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L23
use_tpu,repo,README.md,52,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L24
vocab_file,repo,README.md,16,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/README.md,https://github.com/google/retriever_parsing/blob/6658f1bc28b4366ecce38c31fc951271cefa8611/snips_similarity_train.py#L21
