code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,doc_link,source_link
3D,repo,README.md,0,0,5,5,5,5,5,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/layers/rnn_cell.py#L29
ICLR,repo,README.md,0,0,3,3,3,3,3,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/layers/rnn_cell.py#L30
KTH,repo,README.md,0,0,1,1,1,1,1,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/data_provider/kth_action.py#L16
LSTM,repo,README.md,0,0,9,9,9,9,9,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/models/model_factory.py#L16
MNIST,repo,README.md,0,0,1,1,1,1,1,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/data_provider/mnist.py#L16
allow_gpu_growth,repo,README.md,0,0,2,2,2,2,2,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/models/model_factory.py#L125
batch_size,repo,README.md,2,2,31,31,31,31,31,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/utils/preprocess.py#L23
dataset_name,repo,README.md,2,2,19,19,19,19,19,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/data_provider/datasets_factory.py#L27
display_interval,repo,README.md,2,2,4,4,4,4,4,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/trainer.py#L54
e3d_lstm,repo,README.md,2,2,4,4,4,4,4,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/models/model_factory.py#L158
filter_size,repo,README.md,0,0,3,3,3,3,3,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/models/eidetic_3d_lstm_net.py#L34
gen_frm_dir,repo,README.md,0,0,5,5,5,5,5,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/trainer.py#L64
global_memory,repo,README.md,-,-,-,-,4,4,4,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/layers/rnn_cell.py#L170
img_channel,repo,README.md,2,2,10,10,10,10,10,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/trainer.py#L79
img_width,repo,README.md,2,2,25,25,25,25,25,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/utils/preprocess.py#L26
input_length,repo,README.md,2,2,17,17,17,17,17,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/trainer.py#L69
is_training,repo,README.md,0,0,9,9,9,9,9,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/data_provider/datasets_factory.py#L33
kth_action,repo,README.md,0,0,2,2,2,2,2,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/data_provider/datasets_factory.py#L18
layer_norm,repo,README.md,0,0,8,8,8,8,8,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/layers/rnn_cell.py#L38
max_iterations,repo,README.md,2,2,4,4,4,4,4,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/scripts/e3d_lstm_mm_train.sh#L41
model_name,repo,README.md,0,0,4,4,4,4,4,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/models/model_factory.py#L161
moving_mnist_e3d_lstm,repo,README.md,1,1,1,1,1,1,1,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/scripts/e3d_lstm_mm_train.sh#L23
num_hidden,repo,README.md,0,0,11,11,11,11,11,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/models/model_factory.py#L83
patch_size,repo,README.md,2,2,45,45,45,45,45,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/utils/preprocess.py#L20
pretrain_model,repo,README.md,2,2,2,2,2,2,2,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/scripts/e3d_lstm_mm_train.sh#L23
pretrained_model,repo,README.md,0,0,6,6,6,6,6,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/models/model_factory.py#L129
sampling_changing_rate,repo,README.md,0,0,2,2,2,2,2,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/run.py#L56
sampling_delta_per_iter,repo,README.md,2,2,2,2,2,2,2,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/scripts/e3d_lstm_mm_train.sh#L38
sampling_start_value,repo,README.md,2,2,4,4,4,4,4,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/scripts/e3d_lstm_mm_train.sh#L37
sampling_stop_iter,repo,README.md,2,2,4,4,4,4,4,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/scripts/e3d_lstm_mm_train.sh#L36
save_dir,repo,README.md,2,2,8,8,8,8,8,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/models/model_factory.py#L147
scheduled_sampling,repo,README.md,0,0,2,2,2,2,2,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/run.py#L53
snapshot_interval,repo,README.md,2,2,4,4,4,4,4,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/scripts/e3d_lstm_mm_train.sh#L44
test_interval,repo,README.md,2,2,4,4,4,4,4,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/scripts/e3d_lstm_mm_train.sh#L43
total_length,repo,README.md,2,2,16,16,16,16,16,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/trainer.py#L69
train_data_paths,repo,README.md,0,0,6,6,6,6,6,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/data_provider/datasets_factory.py#L28
valid_data_paths,repo,README.md,0,0,6,6,6,6,6,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/README.md,https://github.com/google/e3d_lstm/blob/577e5862b0f37d5b99b3ad0551b8b8101a46f8c4/src/data_provider/datasets_factory.py#L29
