code_element,page_type,page_name,rev_1,rev_2,rev_3,doc_link,source_link
JPEG,repo,README.md,4,4,4,https://github.com/google/earthstudio-ffmpeg-automator/blob/0106d4d86009ef2d809042190410318db08f11bc/README.md,https://github.com/google/earthstudio-ffmpeg-automator/blob/f3e49d92763476a5e9aab361c69c53b2f8fd21d0/ffmpeg-automator.sh#L16
fsSL,repo,README.md,1,1,1,https://github.com/google/earthstudio-ffmpeg-automator/blob/0106d4d86009ef2d809042190410318db08f11bc/README.md,https://github.com/google/earthstudio-ffmpeg-automator/blob/f3e49d92763476a5e9aab361c69c53b2f8fd21d0/ffmpeg-automator.sh#L6
