code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,doc_link,source_link
HRX,repo,README.md,0,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/README.md,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/example/nested.hrx#L3
boundary,repo,README.md,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/README.md,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/example/nested.hrx#L13
comment,repo,README.md,0,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/README.md,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/example/trailing-comment.hrx#L5
content,repo,README.md,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/README.md,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/LICENSE#L142
contents,repo,README.md,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/README.md,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/example/trailing-comment.hrx#L2
directory,repo,README.md,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/README.md,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/example/invalid/directory-contents.hrx#L2
file,repo,README.md,0,19,39,48,46,46,46,46,46,46,46,46,43,41,41,41,53,53,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/README.md,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/example/trailing-comment.hrx#L1
path,repo,README.md,0,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/README.md,https://github.com/google/hrx/blob/870b087606f270096a083bbbf2bfd64409876d98/example/invalid/invalid-paths.hrx#L34
