code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,doc_link,source_link
$,repo,README.md,6,6,10,10,10,10,10,10,10,10,10,10,10,14,https://github.com/google/simple-reinforcement-learning/blob/a061a0bc412e7cf55ae522be78a6deb9bc570efc/README.md,https://github.com/google/simple-reinforcement-learning/blob/9bdac29427cd5c556d7ea7531b807645f043aae3/srl/world_test.py#L22
--random,repo,README.md,-,-,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/simple-reinforcement-learning/blob/a061a0bc412e7cf55ae522be78a6deb9bc570efc/README.md,https://github.com/google/simple-reinforcement-learning/blob/9bdac29427cd5c556d7ea7531b807645f043aae3/srl/grid.py#L224
@,repo,README.md,12,12,13,13,13,13,13,13,13,13,13,13,13,18,https://github.com/google/simple-reinforcement-learning/blob/a061a0bc412e7cf55ae522be78a6deb9bc570efc/README.md,https://github.com/google/simple-reinforcement-learning/blob/9bdac29427cd5c556d7ea7531b807645f043aae3/srl/world_test.py#L22
HumanPlayer,repo,README.md,2,2,2,2,2,2,2,2,3,3,3,3,3,3,https://github.com/google/simple-reinforcement-learning/blob/a061a0bc412e7cf55ae522be78a6deb9bc570efc/README.md,https://github.com/google/simple-reinforcement-learning/blob/9bdac29427cd5c556d7ea7531b807645f043aae3/srl/grid.py#L102
NetHack,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/simple-reinforcement-learning/blob/a061a0bc412e7cf55ae522be78a6deb9bc570efc/README.md,https://github.com/google/simple-reinforcement-learning/blob/9bdac29427cd5c556d7ea7531b807645f043aae3/srl/world.py#L20
^,repo,README.md,8,8,9,9,9,9,9,9,9,9,9,9,9,12,https://github.com/google/simple-reinforcement-learning/blob/a061a0bc412e7cf55ae522be78a6deb9bc570efc/README.md,https://github.com/google/simple-reinforcement-learning/blob/9bdac29427cd5c556d7ea7531b807645f043aae3/srl/world.py#L24
all_tests.py,repo,README.md,-,-,-,-,-,-,-,1,-,-,-,-,-,-,https://github.com/google/simple-reinforcement-learning/blob/a061a0bc412e7cf55ae522be78a6deb9bc570efc/README.md,code_element is a file name
srl/all_tests.py,repo,README.md,-,-,-,-,-,-,-,-,1,1,1,1,1,1,https://github.com/google/simple-reinforcement-learning/blob/a061a0bc412e7cf55ae522be78a6deb9bc570efc/README.md,code_element is a file name
