code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,doc_link,source_link
.jazzy.yaml,repo,README.md,4,4,4,4,4,4,4,https://github.com/google/arc-jazzy-linter/blob/66a6cde8d82198689c16b7adebbbb9636523d83b/README.md,https://github.com/google/arc-jazzy-linter/blob/2236caca620d46eb0119ef48fee9a3a3f88ff5eb/lint/linter/JazzyLinter.php#L21
LICENSE,repo,README.md,4,4,4,4,4,4,4,https://github.com/google/arc-jazzy-linter/blob/66a6cde8d82198689c16b7adebbbb9636523d83b/README.md,https://github.com/google/arc-jazzy-linter/blob/2236caca620d46eb0119ef48fee9a3a3f88ff5eb/lint/linter/JazzyLinter.php#L9
arc,repo,README.md,2,2,2,2,2,2,2,https://github.com/google/arc-jazzy-linter/blob/66a6cde8d82198689c16b7adebbbb9636523d83b/README.md,https://github.com/google/arc-jazzy-linter/blob/2236caca620d46eb0119ef48fee9a3a3f88ff5eb/__phutil_library_map__.php#L4
