code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,doc_link,source_link
3D,repo,README.md,9,9,9,9,9,9,9,9,9,9,10,13,13,13,13,13,13,13,13,13,18,18,24,24,24,24,24,https://github.com/google/lullaby/blob/441286568b6493160249b679ed461830d7c67a4e/README.md,https://github.com/google/lullaby/blob/0b6675c9fc534c606236f40486987540ad098007/third_party/assimp/config.h#L652
API,repo,README.md,12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,16,16,16,16,17,23,23,23,23,23,23,31,https://github.com/google/lullaby/blob/441286568b6493160249b679ed461830d7c67a4e/README.md,https://github.com/google/lullaby/blob/0b6675c9fc534c606236f40486987540ad098007/third_party/assimp/config.h#L54
AR,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,8,https://github.com/google/lullaby/blob/441286568b6493160249b679ed461830d7c67a4e/README.md,https://github.com/google/lullaby/blob/0b6675c9fc534c606236f40486987540ad098007/lullaby/util/device_util.h#L74
LICENSE,repo,README.md,-,-,-,-,-,296,296,298,298,295,295,299,311,310,380,409,426,428,430,476,665,665,752,752,752,752,917,https://github.com/google/lullaby/blob/441286568b6493160249b679ed461830d7c67a4e/README.md,https://github.com/google/lullaby/blob/0b6675c9fc534c606236f40486987540ad098007/third_party/freetype2/ftconfig.h#L13
UI,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,7,https://github.com/google/lullaby/blob/441286568b6493160249b679ed461830d7c67a4e/README.md,https://github.com/google/lullaby/blob/0b6675c9fc534c606236f40486987540ad098007/lullaby/systems/text/flatui/text_buffer.cc#L393
VR,repo,README.md,15,15,15,15,15,15,15,16,16,16,16,16,17,17,18,18,18,18,18,18,17,17,17,17,17,17,17,https://github.com/google/lullaby/blob/441286568b6493160249b679ed461830d7c67a4e/README.md,https://github.com/google/lullaby/blob/0b6675c9fc534c606236f40486987540ad098007/schemas/lull/reticle_def.fbs#L5
YouTube,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/lullaby/blob/441286568b6493160249b679ed461830d7c67a4e/README.md,https://github.com/google/lullaby/blob/0b6675c9fc534c606236f40486987540ad098007/g3doc/index.md#L25
iOS,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,6,6,6,3,3,6,6,6,6,6,https://github.com/google/lullaby/blob/441286568b6493160249b679ed461830d7c67a4e/README.md,https://github.com/google/lullaby/blob/0b6675c9fc534c606236f40486987540ad098007/lullaby/systems/render/next/next_renderer.cc#L305
