code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,doc_link,source_link
2jXxOYQAAAAJ,repo,README.md,.,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/sky-optimization/blob/f8799bf8f158491bd7bcda87e170897f6fdea5d2/README.md,https://github.com/google/sky-optimization/blob/477700b1ad0f57220dda85adc64562c369ac3f6d/docs/README.md#L10
CVF,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/sky-optimization/blob/f8799bf8f158491bd7bcda87e170897f6fdea5d2/README.md,https://github.com/google/sky-optimization/blob/fe341fd9b5b9f800db21a8ad794539edb300838b/docs/README.md#L28
CVPRW,repo,README.md,.,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/sky-optimization/blob/f8799bf8f158491bd7bcda87e170897f6fdea5d2/README.md,https://github.com/google/sky-optimization/blob/477700b1ad0f57220dda85adc64562c369ac3f6d/docs/README.md#L3
EladEban,repo,README.md,.,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/sky-optimization/blob/f8799bf8f158491bd7bcda87e170897f6fdea5d2/README.md,https://github.com/google/sky-optimization/blob/477700b1ad0f57220dda85adc64562c369ac3f6d/docs/README.md#L8
NTIRE,repo,README.md,.,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/sky-optimization/blob/f8799bf8f158491bd7bcda87e170897f6fdea5d2/README.md,https://github.com/google/sky-optimization/blob/477700b1ad0f57220dda85adc64562c369ac3f6d/docs/README.md#L3
YairMovshovitzAttias,repo,README.md,.,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/sky-optimization/blob/f8799bf8f158491bd7bcda87e170897f6fdea5d2/README.md,https://github.com/google/sky-optimization/blob/477700b1ad0f57220dda85adc64562c369ac3f6d/docs/README.md#L9
arXiv,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/sky-optimization/blob/f8799bf8f158491bd7bcda87e170897f6fdea5d2/README.md,https://github.com/google/sky-optimization/blob/fe341fd9b5b9f800db21a8ad794539edb300838b/docs/README.md#L30
