code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,doc_link,source_link
BigQuery,repo,README.md,.,.,35,54,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,.,.,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/fractribution/blob/ac72760d35f26e2a8f587356dc98770e851f03c3/README.md,https://github.com/google/fractribution/blob/aa5c1b46082ee3eb5770f766d759509e3b4ea354/py/fractribution_model/templates/path_customer_map_query.sql#L21
DDA,repo,README.md,.,.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/fractribution/blob/ac72760d35f26e2a8f587356dc98770e851f03c3/README.md,https://github.com/google/fractribution/blob/aa5c1b46082ee3eb5770f766d759509e3b4ea354/py/README.md#L74
README,repo,README.md,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,.,.,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/fractribution/blob/ac72760d35f26e2a8f587356dc98770e851f03c3/README.md,https://github.com/google/fractribution/blob/72ad8a4a851c75152c700283fbc4f58450b083af/py/main.py#L80
fractribution_data,repo,README.md,.,.,2,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,.,.,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/fractribution/blob/ac72760d35f26e2a8f587356dc98770e851f03c3/README.md,https://github.com/google/fractribution/blob/aa5c1b46082ee3eb5770f766d759509e3b4ea354/py/start.py#L27
fractribution_model,repo,README.md,.,.,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,.,.,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/fractribution/blob/ac72760d35f26e2a8f587356dc98770e851f03c3/README.md,https://github.com/google/fractribution/blob/aa5c1b46082ee3eb5770f766d759509e3b4ea354/py/start.py#L26
