code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,doc_link,source_link
PNG,repo,README.md,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/butteraugli/blob/0a393d7a3c597539dd29875c19c216be01e61ec3/README.md,https://github.com/google/butteraugli/blob/71b18b636b9c7d1ae0c1d3730b85b3c127eb4511/png.BUILD#L2
butteraugli,repo,README.md,-,-,-,-,-,-,-,-,37,37,37,37,37,37,38,38,38,38,38,38,38,38,https://github.com/google/butteraugli/blob/0a393d7a3c597539dd29875c19c216be01e61ec3/README.md,https://github.com/google/butteraugli/blob/71b18b636b9c7d1ae0c1d3730b85b3c127eb4511/butteraugli/butteraugli_main.cc#L5
compare_pngs,repo,README.md,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/butteraugli/blob/0a393d7a3c597539dd29875c19c216be01e61ec3/README.md,https://github.com/google/butteraugli/blob/88897aba6cc08773ad07712378259813848d52ad/src/Makefile#L4
make,repo,README.md,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/butteraugli/blob/0a393d7a3c597539dd29875c19c216be01e61ec3/README.md,https://github.com/google/butteraugli/blob/88897aba6cc08773ad07712378259813848d52ad/LICENSE#L76
