code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,doc_link,source_link
API,repo,README.md,54,54,53,53,54,54,54,54,50,50,50,https://github.com/google/dv360-automation/blob/b3a7c738960b8ee1177d19673352497f1d0949a5/README.md,https://github.com/google/dv360-automation/blob/12cb3565fe647d872b0878dd5f2ca0a656055bb8/dv360-automation-notebook.ipynb#L156
DoubleClick,repo,README.md,-,2,2,2,2,2,2,2,2,2,2,https://github.com/google/dv360-automation/blob/b3a7c738960b8ee1177d19673352497f1d0949a5/README.md,https://github.com/google/dv360-automation/blob/12cb3565fe647d872b0878dd5f2ca0a656055bb8/dv360-automation-notebook.ipynb#L162
SDF,repo,README.md,-,50,50,50,50,50,50,48,46,47,47,https://github.com/google/dv360-automation/blob/b3a7c738960b8ee1177d19673352497f1d0949a5/README.md,https://github.com/google/dv360-automation/blob/12cb3565fe647d872b0878dd5f2ca0a656055bb8/dv360-automation-notebook.ipynb#L374
