code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,doc_link,source_link
BUILD,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/heroku-buildpack-bazel/blob/e2c89bd4c35ffa4707f3c211e34ff66038c2c631/README.md,https://github.com/google/heroku-buildpack-bazel/blob/e2c89bd4c35ffa4707f3c211e34ff66038c2c631/bin/detect#L23
JVM,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/heroku-buildpack-bazel/blob/e2c89bd4c35ffa4707f3c211e34ff66038c2c631/README.md,https://github.com/google/heroku-buildpack-bazel/blob/e2c89bd4c35ffa4707f3c211e34ff66038c2c631/bin/release#L21
Procfile,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/heroku-buildpack-bazel/blob/e2c89bd4c35ffa4707f3c211e34ff66038c2c631/README.md,https://github.com/google/heroku-buildpack-bazel/blob/e2c89bd4c35ffa4707f3c211e34ff66038c2c631/bin/release#L21
WORKSPACE,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/heroku-buildpack-bazel/blob/e2c89bd4c35ffa4707f3c211e34ff66038c2c631/README.md,https://github.com/google/heroku-buildpack-bazel/blob/e2c89bd4c35ffa4707f3c211e34ff66038c2c631/bin/detect#L23
build_path,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/heroku-buildpack-bazel/blob/e2c89bd4c35ffa4707f3c211e34ff66038c2c631/README.md,https://github.com/google/heroku-buildpack-bazel/blob/e2c89bd4c35ffa4707f3c211e34ff66038c2c631/bin/detect#L24
