code_element,page_type,page_name,rev_1,rev_2,rev_3,doc_link,source_link
AXI4Lite,repo,README.md,3,3,3,https://github.com/google/bottlerocket/blob/12ccb54fdc1429915d02a86b67403035181e4982/README.md,https://github.com/google/bottlerocket/blob/df1e5d9eba7e3e4d6a1668e304b4870ffbeef5d5/test/MockAXI4LiteSRAM.v#L15
BottleRocket,repo,README.md,5,5,5,https://github.com/google/bottlerocket/blob/12ccb54fdc1429915d02a86b67403035181e4982/README.md,https://github.com/google/bottlerocket/blob/df1e5d9eba7e3e4d6a1668e304b4870ffbeef5d5/test/MockAXI4LiteSRAM.v#L15
BottleRocketCore,repo,README.md,8,8,8,https://github.com/google/bottlerocket/blob/12ccb54fdc1429915d02a86b67403035181e4982/README.md,https://github.com/google/bottlerocket/blob/df1e5d9eba7e3e4d6a1668e304b4870ffbeef5d5/test/BottleRocketCoreTB.v#L17
BottleRocketGenerator,repo,README.md,2,2,2,https://github.com/google/bottlerocket/blob/12ccb54fdc1429915d02a86b67403035181e4982/README.md,https://github.com/google/bottlerocket/blob/df1e5d9eba7e3e4d6a1668e304b4870ffbeef5d5/src/main/scala/bottlerocket/BottleRocketGenerator.scala#L24
CSR,repo,README.md,17,17,17,https://github.com/google/bottlerocket/blob/12ccb54fdc1429915d02a86b67403035181e4982/README.md,https://github.com/google/bottlerocket/blob/df1e5d9eba7e3e4d6a1668e304b4870ffbeef5d5/src/main/scala/bottlerocket/ExceptionCause.scala#L21
RISC,repo,README.md,2,2,2,https://github.com/google/bottlerocket/blob/12ccb54fdc1429915d02a86b67403035181e4982/README.md,https://github.com/google/bottlerocket/blob/df1e5d9eba7e3e4d6a1668e304b4870ffbeef5d5/test/BottleRocketCoreTB.v#L15
runMain,repo,README.md,2,2,2,https://github.com/google/bottlerocket/blob/12ccb54fdc1429915d02a86b67403035181e4982/README.md,https://github.com/google/bottlerocket/blob/df1e5d9eba7e3e4d6a1668e304b4870ffbeef5d5/Makefile#L24
test/Makefile,repo,README.md,1,1,1,https://github.com/google/bottlerocket/blob/12ccb54fdc1429915d02a86b67403035181e4982/README.md,code_element is a file name
