code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,doc_link,source_link
bin,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/codeu_project_2018/blob/12e17699e9a1748fb82e426cd817fe7dcf9c40d5/README.md,https://github.com/google/codeu_project_2018/blob/0c129abb3d046cd8b27a78f923f815367d62f7ca/.gitignore#L3
index.jsp,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/codeu_project_2018/blob/12e17699e9a1748fb82e426cd817fe7dcf9c40d5/README.md,code_element is a file name
