code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,doc_link,source_link
CFG,repo,README.md,77,76,76,77,77,77,76,76,76,83,83,83,86,86,86,89,89,91,91,93,93,93,93,93,93,94,96,99,99,99,99,99,99,99,99,100,100,100,100,100,101,101,101,101,101,101,101,101,101,101,101,103,103,103,103,104,104,108,108,107,108,108,110,111,111,111,111,111,111,111,111,111,111,111,111,111,111,https://github.com/google/simplecfg/blob/4e498b2e16150994e2196c1beb51a1cde95eb6e2/README.md,https://github.com/google/simplecfg/blob/4e498b2e16150994e2196c1beb51a1cde95eb6e2/testdata/WhileStmt05.javax#L18
SimpleCFG,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/simplecfg/blob/4e498b2e16150994e2196c1beb51a1cde95eb6e2/README.md,https://github.com/google/simplecfg/blob/4e498b2e16150994e2196c1beb51a1cde95eb6e2/src/main/jastadd/SimpleCFG.jrag#L31
close(),repo,README.md,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,https://github.com/google/simplecfg/blob/4e498b2e16150994e2196c1beb51a1cde95eb6e2/README.md,https://github.com/google/simplecfg/blob/4e498b2e16150994e2196c1beb51a1cde95eb6e2/testdata/Close01.javax#L22
graph.sh,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/simplecfg/blob/4e498b2e16150994e2196c1beb51a1cde95eb6e2/README.md,code_element is a file name
null,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111,111,116,116,118,118,120,120,120,120,120,114,114,114,114,114,114,114,114,116,118,120,120,120,134,141,145,145,147,149,153,155,155,155,155,155,155,156,156,156,161,217,221,225,227,227,https://github.com/google/simplecfg/blob/4e498b2e16150994e2196c1beb51a1cde95eb6e2/README.md,https://github.com/google/simplecfg/blob/4e498b2e16150994e2196c1beb51a1cde95eb6e2/testdata/NullableVariableArity.javax#L23
third_party/extendj/git,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,https://github.com/google/simplecfg/blob/4e498b2e16150994e2196c1beb51a1cde95eb6e2/README.md,https://github.com/google/simplecfg/blob/4e498b2e16150994e2196c1beb51a1cde95eb6e2/modules#L17
