code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,doc_link,source_link
CONTRIBUTING.md,repo,README.md,1,1,1,1,1,https://github.com/google/mobile-data-download/blob/2c5c2295da125602c70ebb939edff85ec7cac7d4/README.md,code_element is a file name
LICENSE,repo,README.md,266,266,271,304,450,https://github.com/google/mobile-data-download/blob/2c5c2295da125602c70ebb939edff85ec7cac7d4/README.md,https://github.com/google/mobile-data-download/blob/14021ab48c795d4dad9b83a78102fac5db2bf85e/proto/transform.proto#L7
