code_element,page_type,page_name,rev_1,doc_link,source_link
ABI,repo,README.md,2,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/toolchains/platforms/windows_abi/BUILD#L7
BUILD,repo,README.md,105,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/tools/vendor_bender/vendor_bender.go#L75
BUILDUNIT,repo,README.md,101,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/docs/sgep.md#L103
CI,repo,README.md,60,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/tools/ebert/handlers/review/review.go#L237
CICD,repo,README.md,58,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/docs/sgep.md#L38
GNU,repo,README.md,2,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/toolchains/platforms/windows_abi/BUILD#L14
IMPORTANT,repo,README.md,3,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/docs/sgep.md#L47
MONOREPO,repo,README.md,18,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/tools/rust_cleaner/src/main.rs#L29
MSVC,repo,README.md,12,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/toolchains/platforms/windows_abi/BUILD#L7
MinGW,repo,README.md,2,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/toolchains/mingw_cc_toolchain_config.bzl#L15
NOTE,repo,README.md,14,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/tools/linux_toolchain_builder/README.md#L68
PATH,repo,README.md,27,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/tools/vendor_bender/rust/rust_pkg.go#L103
SG,repo,README.md,14,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/tools/urika/urika.go#L15
UnrealBuildTool,repo,README.md,6,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/build/builders/unreal_builder/unreal_builder.go#L109
WORKSPACE,repo,README.md,25,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/tools/vendor_bender/vendor_bender.go#L222
build/builders,repo,README.md,25,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/go.mod#L33
