code_element,page_type,page_name,rev_1,doc_link,source_link
build/cicd,repo,README.md,242,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/tools/vendor_bender/vendor_bender.go#L27
build/cicd/cirunner,repo,README.md,132,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/tools/ebert/handlers/review/review.go#L29
build/cicd/sgeb,repo,README.md,168,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/tools/gigantick/change.go#L29
build_protos.bat,repo,README.md,2,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/build_all.bat#L17
docs/sgeb.md,repo,README.md,1,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,code_element is a file name
docs/sgep.md,repo,README.md,1,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,code_element is a file name
third_party,repo,README.md,134,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/tools/vendor_bender/vendor_bender.go#L136
third_party/p4api,repo,README.md,1,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/libs/go/p4lib/p4_cgo_api.go#L29
unity_builder,repo,README.md,23,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/go.mod#L33
unreal_builder,repo,README.md,10,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/README.md,https://github.com/google/sge-monorepo/blob/c8fd148ad4b018f287e8165b57f3a87bbd702b5a/build/builders/unreal_builder/unreal_builder.go#L15
