code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,doc_link,source_link
API,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,5,5,https://github.com/google/go-pkcs11/blob/ef12afa8b7c10e7ecdcbca1e13a5cbb3309e6d40/README.md,https://github.com/google/go-pkcs11/blob/ef12afa8b7c10e7ecdcbca1e13a5cbb3309e6d40/third_party/pkcs11/pkcs11.h#L106
PKCS,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,9,9,9,9,9,9,9,9,https://github.com/google/go-pkcs11/blob/ef12afa8b7c10e7ecdcbca1e13a5cbb3309e6d40/README.md,https://github.com/google/go-pkcs11/blob/ef12afa8b7c10e7ecdcbca1e13a5cbb3309e6d40/third_party/pkcs11/pkcs11t.h#L190
WARNING,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,1,https://github.com/google/go-pkcs11/blob/ef12afa8b7c10e7ecdcbca1e13a5cbb3309e6d40/README.md,https://github.com/google/go-pkcs11/blob/ef12afa8b7c10e7ecdcbca1e13a5cbb3309e6d40/pkcs11/pkcs11.go#L17
