code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,doc_link,source_link
ANY,repo,README.md,.,.,.,.,.,.,.,.,2,5,5,5,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L11
API,repo,README.md,.,.,.,.,.,.,.,.,-,-,-,-,7,7,7,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/4488a9208af237d7a4389793e1f215de2905fe5d/app/src/release/res/values/google_maps_api.xml#L3
AS,repo,README.md,.,.,.,.,.,.,.,.,2,5,5,5,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L10
BASIS,repo,README.md,.,.,.,.,.,.,.,.,2,5,5,5,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L10
CONDITIONS,repo,README.md,.,.,.,.,.,.,.,.,4,7,7,7,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L11
GitHub,repo,README.md,.,.,.,.,.,.,.,.,2,2,2,2,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/CONTRIBUTING.md#L21
IS,repo,README.md,.,.,.,.,.,.,.,.,2,5,5,5,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L10
JS,repo,README.md,.,.,.,.,.,.,.,.,1,1,1,1,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/proguard-rules.pro#L8
KIND,repo,README.md,.,.,.,.,.,.,.,.,2,5,5,5,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L11
LICENSE,repo,README.md,.,.,.,.,.,.,.,.,2,5,5,5,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L7
LLC,repo,README.md,.,.,.,.,.,.,.,.,0,3,3,3,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L1
OF,repo,README.md,.,.,.,.,.,.,.,.,3,6,6,6,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L11
OR,repo,README.md,.,.,.,.,.,.,.,.,2,5,5,5,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L11
OS,repo,README.md,.,.,.,.,.,.,.,.,-,-,-,-,4,4,4,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/4488a9208af237d7a4389793e1f215de2905fe5d/gradlew.bat#L9
WARRANTIES,repo,README.md,.,.,.,.,.,.,.,.,2,5,5,5,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L11
WITHOUT,repo,README.md,.,.,.,.,.,.,.,.,2,5,5,5,-,-,-,https://github.com/google/where-am-i/blob/85c9de6bb24b51075515a3f4eafbfab38679c294/README.md,https://github.com/google/where-am-i/blob/5af5f9391b1dc461ae5880e68888f66c7c4666fd/app/src/main/java/com/google/wear/whereami/complication/WhereAmIComplicationProviderService.java#L11
