code_element,page_type,page_name,rev_1,rev_2,rev_3,doc_link,source_link
7,repo,README.md,-,3,3,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/sheetscript.gs#L24
JIRA,repo,README.md,3,3,3,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/audit.py#L55
LICENSE,repo,README.md,5,5,5,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/sheetscript.gs#L7
YOURBITBUCKETSERVER,repo,README.md,-,1,1,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/config_audit.py#L24
YOURCONFLUENCESERVER,repo,README.md,-,1,1,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/config_audit.py#L22
YOUREMAILADDRESS,repo,README.md,-,1,1,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/sheetscript.gs#L23
YOURGOOGLESHEET,repo,README.md,-,1,1,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/config_audit.py#L26
YOURJIRASERVER,repo,README.md,-,1,1,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/config_audit.py#L23
config_audit,repo,README.md,-,1,1,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/audit.py#L26
emailAddress,repo,README.md,2,2,2,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/sheetscript.gs#L23
google_sheet_url,repo,README.md,-,2,2,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/config_audit.py#L26
jira_credentials,repo,README.md,3,3,3,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/config_audit.py#L17
sheet_url,repo,README.md,2,-,-,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/246f5c48e59e2ab214c61dab1b62697a819917bb/audit.py#L47
target_url,repo,README.md,-,4,4,https://github.com/google/atlassian-addons-audit-sheet/blob/f1d005c6381dc1bc46ae21805f27d36d48bc6de7/README.md,https://github.com/google/atlassian-addons-audit-sheet/blob/e69b55fb558da4d9a88256916faf0b421c930760/config_audit.py#L21
