code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,doc_link,source_link
API,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,24,24,24,24,24,https://github.com/google/fusion-tables-archive-visualizer/blob/dbe18ccd6d31a2ff7ad7359a5cad87ccb9aba463/README.md,https://github.com/google/fusion-tables-archive-visualizer/blob/07c8c1a61f9863eabf875b6b0452f8ccee73070b/src/scripts/lib/map/init-google-maps.ts#L20
API_KEY,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,5,5,5,5,5,5,5,5,https://github.com/google/fusion-tables-archive-visualizer/blob/dbe18ccd6d31a2ff7ad7359a5cad87ccb9aba463/README.md,https://github.com/google/fusion-tables-archive-visualizer/blob/07c8c1a61f9863eabf875b6b0452f8ccee73070b/src/scripts/main.ts#L47
GOOGLE_MAPS_API_KEY,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/fusion-tables-archive-visualizer/blob/dbe18ccd6d31a2ff7ad7359a5cad87ccb9aba463/README.md,https://github.com/google/fusion-tables-archive-visualizer/blob/a4b2bfff4b1c883a49d9c3089a20898f0fe2b858/src/scripts/main.ts#L36
GOOGLE_SIGNIN_CLIENT_ID,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,https://github.com/google/fusion-tables-archive-visualizer/blob/dbe18ccd6d31a2ff7ad7359a5cad87ccb9aba463/README.md,https://github.com/google/fusion-tables-archive-visualizer/blob/07c8c1a61f9863eabf875b6b0452f8ccee73070b/src/scripts/lib/drive/init-api-with-user-auth.ts#L36
ID,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,5,5,5,5,5,https://github.com/google/fusion-tables-archive-visualizer/blob/dbe18ccd6d31a2ff7ad7359a5cad87ccb9aba463/README.md,https://github.com/google/fusion-tables-archive-visualizer/blob/07c8c1a61f9863eabf875b6b0452f8ccee73070b/src/scripts/main.ts#L60
XXXXXXXXXXX,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,https://github.com/google/fusion-tables-archive-visualizer/blob/dbe18ccd6d31a2ff7ad7359a5cad87ccb9aba463/README.md,https://github.com/google/fusion-tables-archive-visualizer/blob/07c8c1a61f9863eabf875b6b0452f8ccee73070b/EMBED-HOWTO.md#L35
