code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,doc_link,source_link
Future,repo,README.md,-,-,-,-,-,-,-,-,-,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,https://github.com/google/duet/blob/8ad6849427379bf1db9dd3be9e449f54ecfca5e2/README.md,https://github.com/google/duet/blob/e945cd25c59cfb9fc0eab3c8ba893064a87b1ce1/duet/impl.py#L24
__await__,repo,README.md,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/duet/blob/8ad6849427379bf1db9dd3be9e449f54ecfca5e2/README.md,https://github.com/google/duet/blob/e945cd25c59cfb9fc0eab3c8ba893064a87b1ce1/duet/impl.py#L87
asyncio,repo,README.md,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,https://github.com/google/duet/blob/8ad6849427379bf1db9dd3be9e449f54ecfca5e2/README.md,https://github.com/google/duet/blob/e945cd25c59cfb9fc0eab3c8ba893064a87b1ce1/duet/__init__.py#L23
duet.AwaitableFuture,repo,README.md,-,-,-,-,-,-,-,-,-,0,0,0,8,8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,18,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,https://github.com/google/duet/blob/8ad6849427379bf1db9dd3be9e449f54ecfca5e2/README.md,https://github.com/google/duet/blob/e945cd25c59cfb9fc0eab3c8ba893064a87b1ce1/duet/impl_test.py#L29
foo,repo,README.md,-,-,-,-,-,-,-,-,-,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,15,15,15,https://github.com/google/duet/blob/8ad6849427379bf1db9dd3be9e449f54ecfca5e2/README.md,https://github.com/google/duet/blob/e945cd25c59cfb9fc0eab3c8ba893064a87b1ce1/duet/api_test.py#L176
trio,repo,README.md,-,-,-,-,-,-,-,-,-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/duet/blob/8ad6849427379bf1db9dd3be9e449f54ecfca5e2/README.md,https://github.com/google/duet/blob/e945cd25c59cfb9fc0eab3c8ba893064a87b1ce1/duet/impl.py#L417
