code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,doc_link,source_link
API,repo,README.md,-,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,https://github.com/google/cm360-audience-manager/blob/d30b48513528bf2c871ab6995b4d2471e2475086/README.md,https://github.com/google/cm360-audience-manager/blob/0d7ed9d85616443dda53c1bc6dec8687411a0f20/resources/service/sheets.gs#L20
LICENSE,repo,README.md,-,19,19,19,19,20,21,22,24,24,25,26,24,24,24,24,24,24,https://github.com/google/cm360-audience-manager/blob/d30b48513528bf2c871ab6995b4d2471e2475086/README.md,https://github.com/google/cm360-audience-manager/blob/0d7ed9d85616443dda53c1bc6dec8687411a0f20/resources/uri/utils.gs#L9
