code_element,page_type,page_name,rev_1,doc_link,source_link
AND,repo,README.md,3,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/README.md,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/LICENSE#L6
API,repo,README.md,15,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/README.md,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/apps_script/weather_updater.js#L22
GCP,repo,README.md,1,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/README.md,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/apps_script/config_data_handler.js#L41
GCP_ID,repo,README.md,1,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/README.md,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/cloud_function/main.py#L31
HTTP,repo,README.md,6,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/README.md,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/cloud_function/main.py#L25
ID,repo,README.md,5,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/README.md,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/apps_script/format_sa360_bulk.js#L31
OpenWeatherMap,repo,README.md,5,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/README.md,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/apps_script/weather_updater.js#L22
SFTP,repo,README.md,18,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/README.md,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/cloud_function/main.py#L15
URL,repo,README.md,4,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/README.md,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/apps_script/utils.js#L28
sFTP,repo,README.md,2,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/README.md,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/apps_script/data_upload.js#L107
send_file,repo,README.md,1,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/README.md,https://github.com/google/sa360-bidbyweather/blob/834a4cf7ef1aacff791ac55363e3eab31f87d5cc/cloud_function/main.py#L22
