code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,doc_link,source_link
ANY,repo,README.md,3,3,3,3,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L11
API,repo,README.md,2,2,2,2,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L102
AS,repo,README.md,3,3,3,3,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L10
BASIS,repo,README.md,3,3,3,3,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L10
CONDITIONS,repo,README.md,5,5,5,5,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L11
IS,repo,README.md,3,3,3,3,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L10
JSON,repo,README.md,1,1,1,1,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L50
KIND,repo,README.md,3,3,3,3,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L11
LICENSE,repo,README.md,3,3,3,3,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L7
LLC,repo,README.md,1,1,1,1,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L1
OF,repo,README.md,4,4,4,4,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L11
OR,repo,README.md,3,3,3,3,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L11
OU,repo,README.md,7,7,7,7,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L62
SDK,repo,README.md,2,2,2,2,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L102
WARRANTIES,repo,README.md,3,3,3,3,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L11
WITHOUT,repo,README.md,3,3,3,3,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/README.md,https://github.com/google/cloud-function-edit-drive-permissions/blob/9e4bbfb0f497ba85efa3151ab7cd805efcd3f883/main.py#L11
