code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,doc_link,source_link
AI,repo,README.md,-,-,-,-,-,-,-,-,-,1,1,1,5,5,5,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/making_with_ml/blob/7685788bc53b1d6251a08afd1d63385f9adaf7cd/README.md,https://github.com/google/making_with_ml/blob/929b994ef92c1e04f0ce6d76ce94f30421b2fc9b/video_archive/README.md#L1
API,repo,README.md,-,-,-,-,-,-,-,-,-,16,16,16,19,19,19,29,29,29,31,34,34,34,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,https://github.com/google/making_with_ml/blob/7685788bc53b1d6251a08afd1d63385f9adaf7cd/README.md,https://github.com/google/making_with_ml/blob/929b994ef92c1e04f0ce6d76ce94f30421b2fc9b/video_archive/functions/index.js#L76
ML,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,https://github.com/google/making_with_ml/blob/7685788bc53b1d6251a08afd1d63385f9adaf7cd/README.md,https://github.com/google/making_with_ml/blob/929b994ef92c1e04f0ce6d76ce94f30421b2fc9b/sports_ai/README.md#L3
TensorFlow,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,https://github.com/google/making_with_ml/blob/7685788bc53b1d6251a08afd1d63385f9adaf7cd/README.md,https://github.com/google/making_with_ml/blob/929b994ef92c1e04f0ce6d76ce94f30421b2fc9b/petcam/admin/public/camera.html#L59
discord_moderator,repo,README.md,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/making_with_ml/blob/7685788bc53b1d6251a08afd1d63385f9adaf7cd/README.md,https://github.com/google/making_with_ml/blob/929b994ef92c1e04f0ce6d76ce94f30421b2fc9b/discord_moderator/README.md#L26
making_with_ml,repo,README.md,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/making_with_ml/blob/7685788bc53b1d6251a08afd1d63385f9adaf7cd/README.md,https://github.com/google/making_with_ml/blob/929b994ef92c1e04f0ce6d76ce94f30421b2fc9b/sports_ai/Sports_AI_Analysis.ipynb#L25
semantic_ml,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/making_with_ml/blob/7685788bc53b1d6251a08afd1d63385f9adaf7cd/README.md,https://github.com/google/making_with_ml/blob/929b994ef92c1e04f0ce6d76ce94f30421b2fc9b/semantic_ml/package.json#L2
sports_ai,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/making_with_ml/blob/7685788bc53b1d6251a08afd1d63385f9adaf7cd/README.md,https://github.com/google/making_with_ml/blob/929b994ef92c1e04f0ce6d76ce94f30421b2fc9b/sports_ai/Sports_AI_Analysis.ipynb#L25
