code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,doc_link,source_link
**,repo,README.md,-,-,-,-,-,395,395,395,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/util/string.js#L19
./build.sh,repo,README.md,-,-,-,-,-,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/build.sh#L19
.web.app,repo,README.md,-,-,-,-,-,1,-,-,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/99b48c6ba0687b85ccf9ee93007df0602236f4b2/functions/config.js#L27
/edit#gid=0,repo,README.md,-,-,-,-,-,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L23
0pCEf6qi_39j0bng6GV9ZLkvJz0,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L41
11w5Wg42IybyDFQtamTjTuuALPYvEsbYrHwvkbFKvumI,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L45
14gkqRuZALSxY3r74yu_ESnRWBDSPc9reRdIAslQYkKw,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L42
162SDjJ0kNNxrDpa6fcAIaSv0Ryy8VNdljLj0hYNr_9Y,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L40
1DSwhbs7,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L41
1De_s0weSrkh0C,repo,README.md,-,-,-,4,4,4,4,4,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L28
1MZ8hJcVx6yhuvDjF2cufSe,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L37
1NLO,repo,README.md,-,-,-,2,2,2,2,2,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L33
1OLseseqfTJInOpLN,repo,README.md,-,-,-,2,2,2,2,2,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L27
1Q8pkqzw2KyFPf6p2,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L34
