code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,doc_link,source_link
1QHPU9EuKeLIDnGioDYZcikyWabldUQdKkPtaL5OkLjw,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L44
1Yp433xvfWZlRwRIO1Jj7ce63U_sMrE4V9uQWGbZGdUk,repo,README.md,-,-,-,2,2,2,2,2,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L36
1kxPXNuoZcIS3_Ap6q_NKKPTyV35dpMLtfvbPEj1J2zw,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L26
1uqAe1wiroziZbXr69ufVuAA5og9kUjC_5YwY43ymxM0,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L43
1wxKELXLVlnAxfXqymNlIQIvPnPO7KsdyYZUkdo4mUJg,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L46
3wWKgP9rYbZg0tW,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L34
4z4xx285HakZ4S0uEVgrFBe0IY,repo,README.md,-,-,-,2,2,2,2,2,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L27
7jgUeLQ,repo,README.md,-,-,-,4,4,4,4,4,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L28
8,repo,README.md,27,-,-,-,-,-,-,-,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/bc589607c209601a4444bef414db9d92a0e9cec1/functions/package.json#L28
<PROJECT_ID>,repo,README.md,-,-,-,-,-,2,2,2,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/sdk/settings/settings.yaml#L26
<SHEET_ID>,repo,README.md,-,-,-,-,-,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L23
API,repo,README.md,-,3,3,3,3,3,3,3,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/constant.js#L143
AU,repo,README.md,-,-,-,3,3,3,3,3,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/sheet-data.js#L27
BR,repo,README.md,-,-,-,3,3,3,3,3,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/sheet-data.js#L43
CA,repo,README.md,-,-,-,6,6,6,6,6,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/sheet-data.js#L28
CLI,repo,README.md,0,1,1,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/build.sh#L57
CZFH1g4S,repo,README.md,-,-,-,2,2,2,2,2,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L33
ES,repo,README.md,-,-,-,3,3,3,3,3,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/sheet-data.js#L34
FR,repo,README.md,-,-,-,3,3,3,3,3,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/sheet-data.js#L37
FUNCTION_VERSION,repo,README.md,10,13,13,13,13,13,13,13,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/index.js#L24
FWhmCnxh1tZBNp1Qh1fc,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L37
GB,repo,README.md,-,-,-,3,3,3,3,3,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/sheet-data.js#L29
ID,repo,README.md,0,3,3,3,3,3,3,3,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L16
IMMERSIVE_URL,repo,README.md,5,5,5,5,5,5,5,5,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/fulfillment.js#L75
IN,repo,README.md,-,-,-,3,3,3,3,3,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/sheet-data.js#L30
JSON,repo,README.md,-,-,-,-,-,25,25,25,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/util/object.js#L201
LICENSE,repo,README.md,138,140,140,140,140,140,140,140,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/sdk/webhooks/AssistantStudioFulfillment.yaml#L7
LOCALE_TO_SHEET_ID,repo,README.md,2,4,4,4,4,4,4,4,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/index.js#L27
NfgSk2wxaL6jiILRf6p6U,repo,README.md,-,-,-,4,4,4,4,4,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L28
PROJECT_ID,repo,README.md,1,9,9,9,9,7,7,7,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/build.sh#L24
SDK,repo,README.md,3,4,4,4,4,4,4,4,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/sheet-converter.js#L31
SaBGDORYfE,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L34
URL,repo,README.md,19,20,20,20,20,20,20,20,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/util/schema.js#L64
US,repo,README.md,-,-,-,6,6,6,6,6,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/functions/util/ssml.js#L31
XhP2PtV,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L41
YhByG8,repo,README.md,-,-,-,2,2,2,2,2,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L33
b5j2MPufYAYswGoFG2MgH4f,repo,README.md,-,-,-,2,2,2,2,2,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L33
converter/config.js,repo,README.md,-,1,1,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,code_element is a file name
converter/index.js,repo,README.md,1,-,-,-,-,-,-,-,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,code_element is a file name
credentials.json,repo,README.md,2,2,2,2,2,2,2,2,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/index.js#L35
functions/config.js,repo,README.md,2,4,4,4,4,4,4,4,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/index.js#L26
https://docs.google.com/spreadsheets/d/,repo,README.md,-,-,-,-,-,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L23
https://docs.google.com/spreadsheets/d/<SHEET_ID>/edit#gid=0,repo,README.md,0,1,1,1,1,-,-,-,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/f29db43225a7a7f5c53dabe87ef3c7109fe519b2/converter/config.js#L23
project_id,repo,README.md,4,5,5,5,5,5,5,5,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/index.js#L34
tMbaZ85lWXafFoFllm1xKCXCh0Lb_drO9h1LGUk,repo,README.md,-,-,-,1,1,1,1,1,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/README.md,https://github.com/google/actions-on-google-pq2-template-sdk/blob/85c6e455b2029cf36c5eb5875e2af753981a5958/converter/config.js#L39
