code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
COMBINING_ENCLOSING_CIRCLE_BACKSLASH,repo,README.md,2,2,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L33
COMBINING_ENCLOSING_KEYCAP,repo,README.md,2,2,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L32
EMOJI,repo,README.md,2,2,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L24
EMOJI_EMOJI_PRESENTATION,repo,README.md,3,3,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L26
EMOJI_MODIFIER,repo,README.md,2,2,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L28
EMOJI_MODIFIER_BASE,repo,README.md,4,4,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L27
EMOJI_TEXT_PRESENTATION,repo,README.md,2,2,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L25
KEYCAP_BASE,repo,README.md,3,3,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L31
REGIONAL_INDICATOR,repo,README.md,3,3,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L30
TAG_BASE,repo,README.md,4,4,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L37
TAG_SEQUENCE,repo,README.md,2,2,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L38
TAG_TERM,repo,README.md,2,2,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L39
ZWJ,repo,README.md,2,2,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L34
emoji_presentation_scanner.c,repo,README.md,9,9,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.c#L19
emoji_text_iter_t,repo,README.md,10,10,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L91
is_emoji,repo,README.md,15,15,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L84
make,repo,README.md,1,1,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/LICENSE#L77
pe,repo,README.md,8,8,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L93
scan_emoji_presentation,repo,README.md,2,2,https://github.com/google/emoji-segmenter/blob/242460e9cbee7453880725be5b9bf352d1882a9f/README.md,https://github.com/google/emoji-segmenter/blob/9ba6d25d0d9313569665d4a9d2b34f0f39f9a50e/emoji_presentation_scanner.rl#L92
