code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,doc_link,source_link
CSSI,repo,README.md,2,2,2,2,2,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/cssi-labs/blob/90f3b1327d97a84abd4223d31b31d771a21d6a67/README.md,https://github.com/google/cssi-labs/blob/f3c445753c96e3da5cf96bd5ad538aea72446aae/day02/starter/part3/index.html#L7
GitHub,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/cssi-labs/blob/90f3b1327d97a84abd4223d31b31d771a21d6a67/README.md,https://github.com/google/cssi-labs/blob/f3c445753c96e3da5cf96bd5ad538aea72446aae/CONTRIBUTING.md#L21
README.md,repo,README.md,33,33,33,33,33,33,33,33,33,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/cssi-labs/blob/90f3b1327d97a84abd4223d31b31d771a21d6a67/README.md,code_element is a file name
URL,repo,README.md,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/google/cssi-labs/blob/90f3b1327d97a84abd4223d31b31d771a21d6a67/README.md,https://github.com/google/cssi-labs/blob/f3c445753c96e3da5cf96bd5ad538aea72446aae/day13/starter/firebaseNotes/public/404.html#L28
personal,repo,README.md,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/cssi-labs/blob/90f3b1327d97a84abd4223d31b31d771a21d6a67/README.md,https://github.com/google/cssi-labs/blob/f3c445753c96e3da5cf96bd5ad538aea72446aae/day05/tokyoTravelPage/index.html#L129
