code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,doc_link,source_link
API,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,https://github.com/google/btree/blob/ac7cc57f11e692c57831c3d9bcffb4b7a649b738/README.md,https://github.com/google/btree/blob/8e29150ba321eef204059de2ab494f179b6cff2c/btree_generic.go#L20
GoLLRB,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/btree/blob/ac7cc57f11e692c57831c3d9bcffb4b7a649b738/README.md,https://github.com/google/btree/blob/8e29150ba321eef204059de2ab494f179b6cff2c/btree_mem.go#L28
