code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,doc_link,source_link
CT,repo,README.md,.,.,.,2,2,2,2,2,2,https://github.com/google/ct-hackday-schwag/blob/cc7a1834dd78edcb825cbd899dfe3222e017e17a/README.md,https://github.com/google/ct-hackday-schwag/blob/cc7a1834dd78edcb825cbd899dfe3222e017e17a/main.go#L10
LCD,repo,README.md,.,.,.,17,17,17,17,17,17,https://github.com/google/ct-hackday-schwag/blob/cc7a1834dd78edcb825cbd899dfe3222e017e17a/README.md,https://github.com/google/ct-hackday-schwag/blob/cc7a1834dd78edcb825cbd899dfe3222e017e17a/main.go#L11
